Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HF,AF,HC,AC,HY,AY,HR,AR,Season
2020-12-16,5,11,0,0,D,13,11,8,5,1,1,0,0,2020
2020-12-16,24,3,2,2,D,19,11,3,4,6,1,0,0,2020
2020-12-16,21,20,1,2,A,20,17,6,3,2,4,1,0,2020
2020-12-17,18,7,3,1,H,21,16,4,2,4,3,0,1,2020
2020-12-19,12,21,1,1,D,10,16,4,1,2,2,0,0,2020
2020-12-19,20,25,3,1,H,14,15,3,1,2,2,0,0,2020
2020-12-19,5,9,0,4,A,8,10,4,9,0,1,0,0,2020
2020-12-20,7,3,1,1,D,16,17,4,8,1,3,0,0,2020
2020-12-20,26,14,2,0,H,9,22,6,5,1,3,0,0,2020
2020-12-20,11,17,1,1,D,13,13,5,7,2,1,0,0,2020
2020-12-20,15,24,2,1,H,10,9,3,2,1,2,0,0,2020
2020-12-20,6,19,1,2,A,11,12,6,4,1,3,0,0,2020
2020-12-20,8,18,4,1,H,15,14,2,2,2,3,0,0,2020
2020-12-20,2,10,2,0,H,12,8,4,9,4,3,0,0,2020
2020-12-22,25,5,2,1,H,16,22,3,6,4,6,0,0,2020
2020-12-22,9,12,0,3,A,9,18,5,5,1,4,1,0,2020
2020-12-23,21,15,1,2,A,15,19,2,8,4,2,0,0,2020
2020-12-23,3,8,2,2,D,11,14,1,5,2,2,0,0,2020
2020-12-23,19,2,3,2,H,9,14,4,6,2,4,0,0,2020
2020-12-23,10,7,1,1,D,19,16,4,3,3,3,0,0,2020
2020-12-23,18,11,3,2,H,18,17,6,0,3,2,0,0,2020
2020-12-23,20,6,2,3,A,10,12,14,6,2,4,1,0,2020
2020-12-23,24,14,1,2,A,18,19,4,2,3,4,0,0,2020
2020-12-23,17,26,0,2,A,17,9,7,1,1,2,0,0,2020
2021-01-03,15,25,6,2,H,9,7,3,3,0,3,0,0,2020
2021-01-03,8,6,5,1,H,13,9,8,3,3,1,0,0,2020
2021-01-03,11,10,1,4,A,11,6,3,8,4,1,1,0,2020
2021-01-03,12,3,0,0,D,8,11,8,5,4,3,0,0,2020
2021-01-03,14,2,1,1,D,10,19,4,9,2,4,0,0,2020
2021-01-03,5,7,0,3,A,20,16,9,3,2,2,0,0,2020
2021-01-03,18,20,1,0,H,17,14,8,2,3,5,0,0,2020
2021-01-03,24,21,0,1,A,22,10,3,5,6,0,1,0,2020
2021-01-03,26,19,0,2,A,9,14,12,4,1,3,0,1,2020
2021-01-03,9,17,4,1,H,14,8,7,1,3,0,0,0,2020
2021-01-06,11,26,1,2,A,18,12,7,6,4,3,1,0,2020
2021-01-06,8,5,3,0,H,10,6,12,3,1,1,0,0,2020
2021-01-06,3,17,2,2,D,16,13,4,6,4,3,1,0,2020
2021-01-06,25,18,1,3,A,15,16,3,4,2,3,0,0,2020
2021-01-06,2,12,2,1,H,11,11,2,9,3,1,0,0,2020
2021-01-06,20,15,2,1,H,13,18,4,10,3,4,0,0,2020
2021-01-06,6,14,2,1,H,14,10,8,2,3,3,0,0,2020
2021-01-06,7,21,1,1,D,12,18,9,3,1,3,0,0,2020
2021-01-06,10,24,1,2,A,9,16,10,2,2,5,0,1,2020
2021-01-06,19,9,1,3,A,17,12,7,4,1,2,0,0,2020
2021-01-09,26,8,1,4,A,13,21,1,11,3,2,0,0,2020
2021-01-09,14,3,2,0,H,11,9,1,4,2,0,0,0,2020
2021-01-09,19,7,2,0,H,22,15,7,5,6,2,0,0,2020
2021-01-10,18,15,2,2,D,18,11,3,7,3,3,0,0,2020
2021-01-10,5,2,0,2,A,11,6,5,6,4,1,0,0,2020
2021-01-10,17,10,1,2,A,19,6,2,7,3,1,0,0,2020
2021-01-10,21,25,2,1,H,16,16,6,4,3,3,0,0,2020
2021-01-10,12,11,1,0,H,15,14,9,5,1,3,0,0,2020
2021-01-10,9,6,3,1,H,11,4,6,3,4,1,0,1,2020
2021-01-11,24,20,2,1,H,17,15,4,2,4,3,0,0,2020
2021-01-15,2,18,3,0,H,12,19,1,7,5,4,0,0,2020
2021-01-16,3,21,1,0,H,15,10,7,3,2,1,0,0,2020
2021-01-16,7,24,0,0,D,12,14,6,2,3,3,0,1,2020
2021-01-16,20,17,2,1,H,8,11,11,5,1,1,0,0,2020
2021-01-17,10,12,6,0,H,11,15,1,4,1,0,0,0,2020
2021-01-17,25,26,4,1,H,14,14,4,13,1,3,0,1,2020
2021-01-17,6,5,1,1,D,18,11,5,2,3,2,0,0,2020
2021-01-17,8,14,0,0,D,15,13,9,1,1,2,0,0,2020
2021-01-17,15,9,2,0,H,8,14,3,4,2,2,0,0,2020
2021-01-18,11,19,0,2,A,9,13,7,4,2,3,0,1,2020
2021-01-20,17,8,1,1,D,20,26,2,7,3,2,0,0,2020
2021-01-22,26,7,2,2,D,18,22,6,4,1,3,0,0,2020
2021-01-23,18,24,4,3,H,12,13,3,1,3,1,0,0,2020
2021-01-23,19,8,0,3,A,11,14,5,7,2,1,0,0,2020
2021-01-23,17,15,0,0,D,11,16,3,4,3,2,0,0,2020
2021-01-23,12,25,2,1,H,11,17,5,3,2,2,0,0,2020
2021-01-24,9,3,2,0,H,11,17,7,6,3,2,0,0,2020
2021-01-24,14,11,1,0,H,11,6,4,7,1,2,0,0,2020
2021-01-24,21,10,3,1,H,13,8,3,3,2,3,0,0,2020
2021-01-24,2,6,2,1,H,16,15,9,6,2,3,0,0,2020
2021-01-24,5,20,0,2,A,14,14,5,5,1,1,0,0,2020
2021-01-29,7,12,1,1,D,20,15,7,2,2,2,0,2,2020
2021-01-30,3,19,1,2,A,13,12,6,4,2,1,0,0,2020
2021-01-30,20,9,0,2,A,11,10,5,7,4,2,0,0,2020
2021-01-30,15,26,4,0,H,9,14,7,3,0,2,0,0,2020
2021-01-31,24,17,0,1,A,18,19,2,2,6,4,1,1,2020
2021-01-31,8,2,1,3,A,12,20,2,2,0,2,0,0,2020
2021-01-31,11,6,1,1,D,10,11,3,14,2,3,0,0,2020
2021-01-31,25,14,0,3,A,15,22,3,11,3,1,0,0,2020
2021-01-31,10,5,2,0,H,15,16,7,6,2,4,0,0,2020
2021-01-31,18,21,3,1,H,15,11,4,5,2,1,0,0,2020
2021-02-05,12,15,0,2,A,9,10,7,7,3,1,0,0,2020
2021-02-06,8,7,3,3,D,24,17,4,3,3,2,0,0,2020
2021-02-06,6,24,1,2,A,20,15,5,5,2,3,0,0,2020
2021-02-06,9,18,2,0,H,9,13,2,9,2,2,0,0,2020
2021-02-06,14,10,2,1,H,13,11,1,6,2,3,0,0,2020
2021-02-07,26,20,1,1,D,17,14,2,10,4,2,0,0,2020
2021-02-07,19,25,4,0,H,17,9,8,6,3,1,0,0,2020
2021-02-07,17,21,2,0,H,9,15,10,8,2,4,0,0,2020
2021-02-07,5,3,0,3,A,13,13,5,1,2,1,0,0,2020
2021-02-07,2,11,1,0,H,16,14,12,2,2,2,0,0,2020
2021-02-12,3,26,1,1,D,17,10,8,3,3,2,0,0,2020
2021-02-13,7,14,0,0,D,13,15,3,5,2,4,0,0,2020
2021-02-13,10,9,1,0,H,9,18,3,9,2,3,0,0,2020
2021-02-13,24,19,2,0,H,18,14,5,2,3,1,0,0,2020
2021-02-14,18,17,3,0,H,17,7,7,2,2,0,0,0,2020
2021-02-14,11,8,0,1,A,17,14,6,6,3,3,0,0,2020
2021-02-14,20,12,2,1,H,14,11,6,7,1,3,0,0,2020
2021-02-14,25,6,1,2,A,15,17,7,8,1,1,0,0,2020
2021-02-14,15,2,3,1,H,7,4,4,0,2,1,0,0,2020
2021-02-15,21,5,2,1,H,16,15,4,4,4,2,0,0,2020
2021-02-19,12,24,3,0,H,20,11,0,6,4,0,0,0,2020
2021-02-19,11,7,0,1,A,20,19,8,3,3,2,0,0,2020
2021-02-20,2,20,1,0,H,14,17,4,5,4,3,0,0,2020
2021-02-20,14,21,2,2,D,11,17,5,1,1,1,0,0,2020
2021-02-20,6,3,1,1,D,14,8,10,6,1,0,0,1,2020
2021-02-21,5,17,2,2,D,18,15,3,2,7,4,0,0,2020
2021-02-21,19,15,0,3,A,9,10,7,7,2,1,0,0,2020
2021-02-21,8,10,4,2,H,20,11,6,2,2,1,0,0,2020
2021-02-21,26,18,0,0,D,11,18,1,9,4,1,1,0,2020
2021-02-22,9,25,3,0,H,18,9,7,3,3,1,0,0,2020
2021-02-27,24,5,2,2,D,18,19,8,2,3,4,0,0,2020
2021-02-27,3,2,2,0,H,9,18,4,7,1,2,0,0,2020
2021-02-27,21,9,1,1,D,18,14,8,5,2,2,0,0,2020
2021-02-28,20,8,0,2,A,7,17,5,6,1,3,0,0,2020
2021-02-28,25,11,0,2,A,17,14,7,4,2,4,0,1,2020
2021-02-28,15,14,3,0,H,12,8,9,1,0,2,0,0,2020
2021-02-28,17,12,1,0,H,12,20,3,9,1,2,0,0,2020
2021-02-28,10,26,2,0,H,13,15,8,2,3,2,1,0,2020
2021-02-28,18,19,1,2,A,14,9,5,8,3,3,0,0,2020
2021-03-02,9,24,3,0,H,14,13,5,10,2,0,0,0,2020
2021-03-03,6,10,3,3,D,16,13,6,4,2,2,0,0,2020
2021-03-03,8,25,5,1,H,7,13,4,3,0,2,0,0,2020
2021-03-03,26,21,0,3,A,8,20,2,7,0,1,0,0,2020
2021-03-03,11,3,1,0,H,15,18,10,4,2,2,0,0,2020
2021-03-03,12,18,1,2,A,10,15,2,3,1,2,0,0,2020
2021-03-03,14,20,1,1,D,16,16,2,4,1,0,0,0,2020
2021-03-03,19,17,1,1,D,21,11,7,2,4,1,0,0,2020
2021-03-04,5,15,1,2,A,8,12,2,2,0,1,0,0,2020
2021-03-06,24,26,1,1,D,13,17,3,1,2,4,0,0,2020
2021-03-06,17,6,2,0,H,10,11,5,6,1,0,0,0,2020
2021-03-06,9,2,3,1,H,10,13,4,4,0,1,0,0,2020
2021-03-07,18,14,1,0,H,15,15,7,1,1,4,0,0,2020
2021-03-07,25,7,4,2,H,19,22,8,8,4,2,0,1,2020
2021-03-07,12,5,3,3,D,19,16,3,3,0,3,0,0,2020
2021-03-07,21,19,0,2,A,14,12,8,1,2,0,0,0,2020
2021-03-07,20,11,2,2,D,15,13,3,5,4,3,0,0,2020
2021-03-07,10,3,3,1,H,12,13,6,3,2,0,0,0,2020
2021-03-08,15,8,1,0,H,11,17,7,7,0,1,0,0,2020
2021-03-12,2,25,3,2,H,10,11,5,1,0,3,0,0,2020
2021-03-12,8,24,3,1,H,17,6,3,5,2,0,0,0,2020
2021-03-13,6,21,3,2,H,15,18,6,5,3,2,0,0,2020
2021-03-13,26,12,1,4,A,15,18,8,3,3,1,0,0,2020
2021-03-13,14,17,1,1,D,14,6,6,3,3,1,0,0,2020
2021-03-14,3,20,3,1,H,16,11,2,6,2,2,0,0,2020
2021-03-14,5,18,2,0,H,18,16,0,12,3,3,0,0,2020
2021-03-14,7,15,1,2,A,11,12,1,8,0,1,0,0,2020
2021-03-14,11,9,1,3,A,12,16,8,5,0,2,0,0,2020
2021-03-14,19,10,0,1,A,12,10,5,4,1,3,1,0,2020
2021-03-17,7,6,3,2,H,10,16,6,3,1,2,0,0,2020
2021-03-19,5,14,1,2,A,22,8,1,3,5,2,0,0,2020
2021-03-20,25,3,2,3,A,11,16,10,3,4,7,0,0,2020
2021-03-20,24,11,2,1,H,13,16,4,4,1,2,0,0,2020
2021-03-21,21,8,0,2,A,23,20,4,7,3,2,0,0,2020
2021-03-21,9,26,0,1,A,12,13,9,1,2,4,0,0,2020
2021-03-21,20,7,1,0,H,15,18,1,7,0,1,0,0,2020
2021-03-21,17,2,0,1,A,9,13,6,11,1,3,0,0,2020
2021-03-21,12,19,2,3,A,6,11,8,8,1,3,0,0,2020
2021-03-21,18,10,0,2,A,18,13,6,4,5,3,0,0,2020
2021-04-03,19,20,1,1,D,15,16,5,5,2,5,0,1,2020
2021-04-03,8,17,3,2,H,15,9,4,1,0,2,0,0,2020
2021-04-03,26,5,2,2,D,21,18,3,3,2,1,0,0,2020
2021-04-03,11,21,0,2,A,17,18,6,5,1,3,0,0,2020
2021-04-03,14,12,1,1,D,17,10,4,2,2,1,0,1,2020
2021-04-03,2,24,2,1,H,18,21,3,4,3,3,2,0,2020
2021-04-03,10,25,4,3,H,5,17,4,6,0,4,0,0,2020
2021-04-03,6,18,2,2,D,15,15,3,4,4,3,0,0,2020
2021-04-03,7,9,2,2,D,16,15,5,6,3,2,0,0,2020
2021-04-03,3,15,0,1,A,17,15,4,4,4,4,0,0,2020
2021-04-07,15,6,2,1,H,8,13,1,8,2,3,0,0,2020
2021-04-07,9,10,2,1,H,17,12,2,6,1,2,0,0,2020
2021-04-10,24,25,3,2,H,12,15,3,4,1,1,0,0,2020
2021-04-10,5,19,1,3,A,14,11,7,3,4,4,0,1,2020
2021-04-10,17,7,0,1,A,21,19,5,4,0,3,0,0,2020
2021-04-11,15,11,1,0,H,10,12,5,0,1,1,0,0,2020
2021-04-11,9,14,3,1,H,15,11,8,6,3,3,0,0,2020
2021-04-11,20,10,0,2,A,14,10,8,7,0,3,0,0,2020
2021-04-11,21,2,0,1,A,15,13,5,4,0,2,0,0,2020
2021-04-11,18,3,1,0,H,14,14,4,6,3,2,0,0,2020
2021-04-11,12,8,2,3,A,15,13,0,6,3,1,0,0,2020
2021-04-12,26,6,0,1,A,12,14,3,8,3,2,0,0,2020
2021-04-17,25,17,1,2,A,12,19,5,7,0,2,0,1,2020
2021-04-17,20,21,3,1,H,16,14,5,7,3,3,0,0,2020
2021-04-17,6,12,3,1,H,8,16,3,4,3,5,0,0,2020
2021-04-17,11,5,4,3,H,14,12,0,4,4,2,0,0,2020
2021-04-18,19,14,2,1,H,10,13,5,4,0,1,0,0,2020
2021-04-18,8,9,1,0,H,18,15,3,8,3,2,0,0,2020
2021-04-18,3,24,4,1,H,15,12,4,8,1,1,0,0,2020
2021-04-18,2,26,5,3,H,14,11,5,4,2,3,0,0,2020
2021-04-18,7,18,3,1,H,13,13,11,3,2,2,0,1,2020
2021-04-18,10,15,1,1,D,12,12,3,3,5,2,0,0,2020
2021-04-20,21,12,1,2,A,16,20,5,3,2,3,0,0,2020
2021-04-21,19,6,1,2,A,18,13,3,7,0,1,0,0,2020
2021-04-21,3,7,1,1,D,25,15,3,7,4,2,0,0,2020
2021-04-21,25,20,0,1,A,13,7,2,6,1,1,0,0,2020
2021-04-21,14,26,2,2,D,14,18,3,0,2,0,0,0,2020
2021-04-21,9,5,3,1,H,12,18,6,6,2,2,0,0,2020
2021-04-21,24,15,1,1,D,9,7,0,8,2,0,0,0,2020
2021-04-21,17,11,0,1,A,11,14,2,5,0,2,0,0,2020
2021-04-22,18,8,1,1,D,16,7,4,8,4,2,1,1,2020
2021-04-22,10,2,5,2,H,7,18,2,3,4,4,0,0,2020
2021-04-24,14,24,2,0,H,18,14,0,3,2,2,0,0,2020
2021-04-24,5,25,3,4,A,15,11,7,5,3,2,0,0,2020
2021-04-24,6,20,1,0,H,15,10,8,3,0,0,0,0,2020
2021-04-25,26,17,2,4,A,18,20,11,2,2,2,0,0,2020
2021-04-25,12,9,1,1,D,13,16,7,2,3,1,0,0,2020
2021-04-25,15,21,1,0,H,7,13,3,8,0,3,0,0,2020
2021-04-25,11,18,3,2,H,14,17,4,10,3,1,0,0,2020
2021-04-25,8,3,5,0,H,11,8,8,3,0,1,0,1,2020
2021-04-26,7,10,0,2,A,16,15,8,11,3,1,1,0,2020
2021-04-26,2,19,3,0,H,10,11,1,9,2,0,0,0,2020
2021-05-01,21,24,1,1,D,27,16,5,5,6,2,0,0,2020
2021-05-01,25,15,0,2,A,10,9,4,11,1,2,0,0,2020
2021-05-01,19,26,2,0,H,16,8,6,7,2,0,0,0,2020
2021-05-02,2,14,4,3,H,13,12,7,4,3,4,0,0,2020
2021-05-02,3,12,3,3,D,16,12,3,5,2,2,0,0,2020
2021-05-02,10,11,1,1,D,8,14,3,1,1,3,0,0,2020
2021-05-02,6,8,1,1,D,18,12,4,4,6,1,1,1,2020
2021-05-02,17,9,1,2,A,14,18,2,6,3,0,0,0,2020
2021-05-02,20,18,2,0,H,14,13,8,8,0,3,0,0,2020
2021-05-03,7,5,1,0,H,10,17,5,2,0,3,0,0,2020
2021-05-08,24,10,1,4,A,15,18,1,2,3,2,0,0,2020
2021-05-08,17,3,1,1,D,12,18,5,10,1,1,0,0,2020
2021-05-08,15,20,5,1,H,10,14,2,8,0,2,0,0,2020
2021-05-08,12,2,2,0,H,12,14,5,7,4,8,0,1,2020
2021-05-09,14,6,1,2,A,17,15,8,2,2,0,0,0,2020
2021-05-09,26,11,1,3,A,17,20,4,5,2,2,0,0,2020
2021-05-09,5,8,2,5,A,12,15,1,3,1,1,0,0,2020
2021-05-09,21,7,1,1,D,16,22,9,3,3,3,0,0,2020
2021-05-09,18,25,5,0,H,10,11,8,4,2,0,0,0,2020
2021-05-09,9,19,0,3,A,17,12,8,2,2,2,0,0,2020
2021-05-11,10,17,5,1,H,8,14,8,3,0,1,0,0,2020
2021-05-12,11,12,0,0,D,18,10,3,1,1,2,0,0,2020
2021-05-12,8,26,2,0,H,19,11,7,5,2,5,0,1,2020
2021-05-12,3,14,0,2,A,9,11,12,4,1,3,0,0,2020
2021-05-12,15,18,3,1,H,4,12,5,8,0,4,0,0,2020
2021-05-12,2,5,1,0,H,13,14,7,2,1,3,0,0,2020
2021-05-12,20,24,2,2,D,9,17,5,5,2,2,0,0,2020
2021-05-12,6,9,1,3,A,10,12,3,5,1,2,0,0,2020
2021-05-12,7,19,0,7,A,13,15,2,3,2,1,0,0,2020
2021-05-13,25,21,2,1,H,20,11,0,9,3,1,0,0,2020
2021-05-15,14,8,3,4,A,13,8,2,4,1,2,0,0,2020
2021-05-15,24,7,4,1,H,25,17,3,6,3,5,0,0,2020
2021-05-15,9,15,3,2,H,10,18,4,3,5,5,1,1,2020
2021-05-15,18,2,2,0,H,8,8,4,4,2,2,0,1,2020
2021-05-16,12,10,0,2,A,15,9,3,6,5,1,1,0,2020
2021-05-16,26,25,1,1,D,12,19,8,4,2,2,0,1,2020
2021-05-16,17,20,0,1,A,12,13,6,3,3,1,0,0,2020
2021-05-16,5,6,1,3,A,13,13,2,12,1,0,0,0,2020
2021-05-16,19,11,0,0,D,8,8,9,7,2,2,0,0,2020
2021-05-17,21,3,2,2,D,19,17,4,4,3,3,0,0,2020
2021-05-18,2,7,0,0,D,11,13,4,0,4,0,0,0,2020
2021-05-22,11,14,0,1,A,9,13,8,4,1,4,0,1,2020
2021-05-22,25,12,0,0,D,11,10,6,5,2,2,0,0,2020
2021-05-22,20,5,3,0,H,10,12,2,4,1,1,0,0,2020
2021-05-23,15,17,5,1,H,13,16,3,2,1,0,0,0,2020
2021-05-23,8,19,0,2,A,17,11,3,0,3,3,1,0,2020
2021-05-23,3,9,1,4,A,7,16,3,0,1,2,0,0,2020
2021-05-23,10,21,1,1,D,13,25,5,3,3,4,0,0,2020
2021-05-23,6,2,2,0,H,11,15,3,3,2,1,1,0,2020
2021-05-23,24,18,2,2,D,13,14,5,2,0,1,0,0,2020
2021-05-23,7,26,1,1,D,17,10,8,3,0,2,0,0,2020
