Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HF,AF,HC,AC,HY,AY,HR,AR,Season
2018-08-18,1,9,2,3,A,7,9,0,8,2,0,0,0,2018
2018-08-18,2,10,1,2,A,8,5,4,7,0,0,0,0,2018
2018-08-19,3,16,0,1,A,16,11,7,0,4,2,1,0,2018
2018-08-19,4,11,2,0,H,19,19,6,6,3,3,0,0,2018
2018-08-19,5,17,2,2,D,10,13,4,5,2,2,0,0,2018
2018-08-19,6,15,1,0,H,23,11,4,4,3,2,0,0,2018
2018-08-19,7,18,0,1,A,10,14,6,5,1,3,0,0,2018
2018-08-20,8,13,4,0,H,14,10,4,4,0,2,0,0,2018
2018-08-25,9,2,2,0,H,12,13,6,2,3,2,0,0,2018
2018-08-25,10,19,3,2,H,12,9,5,1,2,2,0,0,2018
2018-08-26,11,6,2,2,D,14,14,7,2,4,4,0,1,2018
2018-08-26,12,1,6,1,H,14,8,2,3,1,3,0,0,2018
2018-08-26,13,3,0,0,D,15,12,2,5,2,1,0,0,2018
2018-08-26,14,4,2,1,H,14,15,3,6,3,2,0,0,2018
2018-08-26,15,7,2,2,D,16,12,5,4,1,2,0,0,2018
2018-08-26,16,5,1,0,H,13,14,7,2,5,2,0,0,2018
2018-08-26,17,20,1,0,H,6,10,8,7,1,3,0,0,2018
2018-08-27,18,8,3,3,D,9,13,3,11,1,1,0,0,2018
2018-08-31,19,18,2,1,H,8,6,8,3,0,2,0,0,2018
2018-09-01,3,15,0,3,A,7,10,3,7,1,1,0,0,2018
2018-09-01,5,9,1,2,A,15,9,4,7,1,3,0,0,2018
2018-09-02,8,11,0,1,A,16,20,5,4,2,2,0,0,2018
2018-09-02,1,4,0,0,D,10,11,4,6,1,1,0,0,2018
2018-09-02,12,17,1,0,H,10,15,11,4,3,1,0,0,2018
2018-09-02,2,13,1,0,H,11,8,7,7,1,2,0,0,2018
2018-09-02,20,10,3,0,H,13,19,4,5,2,4,0,0,2018
2018-09-02,6,14,5,3,H,12,20,2,10,3,3,0,0,2018
2018-09-02,7,16,1,0,H,16,16,9,10,1,2,0,0,2018
2018-09-15,13,20,0,5,A,12,15,5,3,3,1,0,0,2018
2018-09-15,15,5,0,1,A,10,8,10,1,2,2,0,0,2018
2018-09-15,10,12,1,0,H,13,15,10,3,1,4,0,0,2018
2018-09-16,11,19,1,1,D,12,13,3,8,1,1,0,0,2018
2018-09-16,4,2,0,1,A,13,11,4,7,2,3,0,0,2018
2018-09-16,14,3,1,0,H,13,19,5,3,2,5,0,1,2018
2018-09-16,9,6,2,1,H,12,13,10,4,3,3,1,0,2018
2018-09-16,18,1,2,2,D,10,15,9,2,1,1,0,0,2018
2018-09-16,17,7,1,1,D,16,14,3,8,2,2,0,0,2018
2018-09-17,16,8,2,0,H,14,16,4,4,3,5,0,0,2018
2018-09-19,20,12,1,1,D,14,15,4,6,3,2,0,0,2018
2018-09-21,6,4,3,1,H,15,9,5,4,1,4,0,1,2018
2018-09-22,12,16,3,0,H,8,11,11,1,1,2,0,0,2018
2018-09-22,5,11,2,0,H,17,5,4,11,2,1,0,0,2018
2018-09-22,20,15,0,1,A,12,14,3,12,3,2,0,0,2018
2018-09-23,3,18,2,0,H,8,13,1,10,2,4,0,0,2018
2018-09-23,1,17,0,2,A,18,10,7,3,1,1,0,0,2018
2018-09-23,13,9,0,2,A,16,8,3,5,3,1,0,0,2018
2018-09-23,2,14,4,1,H,9,7,5,3,1,2,0,0,2018
2018-09-23,19,8,2,2,D,7,4,4,3,2,1,0,0,2018
2018-09-23,7,10,1,3,A,14,17,4,6,2,3,0,0,2018
2018-09-25,15,12,2,1,H,18,20,6,3,1,3,0,0,2018
2018-09-26,8,7,0,0,D,13,15,11,1,2,1,0,0,2018
2018-09-26,11,20,0,0,D,16,22,7,3,1,3,0,0,2018
2018-09-26,14,1,2,0,H,11,17,7,4,4,4,0,0,2018
2018-09-26,9,3,2,0,H,10,13,3,0,2,3,0,0,2018
2018-09-26,10,5,3,0,H,9,13,2,2,0,3,0,0,2018
2018-09-26,18,13,4,0,H,13,8,4,3,0,1,0,0,2018
2018-09-26,17,2,1,2,A,7,17,6,4,2,6,0,0,2018
2018-09-27,4,19,1,1,D,12,9,3,10,2,2,0,0,2018
2018-09-27,16,6,0,2,A,16,12,6,7,1,0,0,0,2018
2018-09-29,15,11,2,0,H,13,11,9,4,1,4,0,0,2018
2018-09-29,9,10,3,1,H,14,11,7,4,3,5,0,1,2018
2018-09-29,18,2,3,1,H,11,10,8,9,3,1,0,0,2018
2018-09-30,3,17,2,1,H,7,12,3,4,2,4,0,0,2018
2018-09-30,1,7,0,1,A,15,17,3,8,3,3,0,0,2018
2018-09-30,12,8,2,0,H,12,10,5,6,3,3,0,0,2018
2018-09-30,13,14,1,2,A,21,18,5,2,3,2,0,0,2018
2018-09-30,5,4,1,0,H,13,8,2,12,2,3,0,0,2018
2018-09-30,6,19,1,4,A,14,11,9,5,1,1,0,0,2018
2018-10-01,20,16,2,1,H,13,18,6,5,3,3,0,0,2018
2018-10-05,7,13,3,2,H,16,17,2,4,3,3,0,0,2018
2018-10-06,11,3,2,0,H,8,16,4,4,2,4,0,0,2018
2018-10-06,4,18,0,2,A,13,10,4,3,2,1,0,0,2018
2018-10-06,17,9,0,2,A,14,13,4,8,3,1,0,0,2018
2018-10-07,8,20,0,1,A,17,13,9,4,2,4,0,0,2018
2018-10-07,14,5,1,3,A,9,9,9,7,1,1,0,0,2018
2018-10-07,2,12,1,0,H,18,10,5,6,5,3,0,0,2018
2018-10-07,19,1,3,1,H,9,12,12,7,1,1,0,0,2018
2018-10-07,10,6,2,0,H,11,8,4,4,2,2,0,1,2018
2018-10-07,16,15,1,2,A,13,20,10,9,6,2,0,0,2018
2018-10-20,9,14,1,1,D,10,15,8,2,1,3,0,0,2018
2018-10-20,18,16,0,2,A,14,5,8,9,3,5,0,1,2018
2018-10-20,17,10,0,3,A,11,9,3,5,3,4,0,0,2018
2018-10-21,3,7,2,2,D,9,21,3,4,2,2,0,0,2018
2018-10-21,1,8,1,5,A,12,15,1,2,3,1,1,0,2018
2018-10-21,12,11,1,1,D,13,19,6,7,0,2,0,0,2018
2018-10-21,13,4,3,3,D,13,16,6,8,2,3,0,0,2018
2018-10-21,15,19,1,0,H,13,7,9,4,2,5,0,0,2018
2018-10-21,5,2,0,2,A,5,11,2,8,2,3,0,0,2018
2018-10-22,20,6,0,0,D,10,18,4,3,2,3,0,0,2018
2018-10-27,8,5,3,0,H,6,8,6,6,0,2,0,0,2018
2018-10-27,4,9,1,2,A,13,17,6,10,2,3,0,0,2018
2018-10-27,7,12,1,1,D,13,20,4,5,2,4,0,0,2018
2018-10-28,11,1,2,1,H,16,15,8,2,1,6,0,0,2018
2018-10-28,14,17,2,2,D,17,18,4,8,5,4,1,0,2018
2018-10-28,19,20,3,2,H,11,9,5,1,3,2,0,0,2018
2018-10-28,10,18,1,1,D,7,6,17,3,0,5,0,0,2018
2018-10-28,6,3,2,2,D,20,19,9,5,2,3,0,0,2018
2018-10-28,16,13,0,3,A,15,11,9,1,3,6,0,0,2018
2018-10-29,2,15,0,3,A,14,10,7,6,3,3,0,0,2018
2018-10-31,19,14,2,1,H,11,17,7,2,2,2,0,0,2018
2018-11-02,10,4,5,1,H,8,7,0,7,0,2,0,0,2018
2018-11-03,12,18,1,1,D,9,20,3,6,3,3,0,0,2018
2018-11-03,15,14,5,0,H,7,15,11,6,2,3,0,0,2018
2018-11-03,9,11,3,1,H,10,15,5,4,1,3,0,0,2018
2018-11-04,3,8,1,2,A,7,12,1,4,1,2,0,0,2018
2018-11-04,1,6,0,2,A,20,16,3,2,5,2,1,0,2018
2018-11-04,2,16,4,1,H,7,8,8,4,1,3,0,0,2018
2018-11-04,5,13,0,0,D,14,15,3,7,1,4,1,0,2018
2018-11-04,20,7,1,4,A,13,25,0,2,2,2,0,0,2018
2018-11-04,17,19,0,1,A,11,13,4,7,3,3,1,0,2018
2018-11-09,13,12,1,1,D,8,12,4,5,3,0,0,0,2018
2018-11-10,14,10,1,2,A,15,6,2,7,4,2,0,0,2018
2018-11-10,16,11,2,2,D,13,15,1,6,2,4,0,0,2018
2018-11-10,7,5,1,2,A,14,17,7,7,2,4,0,0,2018
2018-11-11,8,15,4,1,H,11,13,9,6,3,5,0,1,2018
2018-11-11,1,3,2,2,D,15,18,5,6,3,3,0,0,2018
2018-11-11,4,17,2,1,H,6,11,4,13,2,2,0,0,2018
2018-11-11,19,9,0,2,A,16,9,2,5,3,1,1,0,2018
2018-11-11,18,20,4,1,H,8,10,7,7,1,1,0,0,2018
2018-11-11,6,2,1,1,D,15,21,2,6,4,3,0,0,2018
2018-11-24,15,13,3,0,H,11,11,11,0,1,3,0,0,2018
2018-11-24,9,16,2,0,H,20,11,6,3,1,3,0,0,2018
2018-11-24,17,18,1,0,H,6,10,0,12,2,0,0,0,2018
2018-11-25,3,12,0,0,D,11,21,4,9,3,1,0,0,2018
2018-11-25,4,8,3,2,H,12,9,7,3,2,2,0,1,2018
2018-11-25,14,20,1,1,D,17,15,7,6,2,1,0,0,2018
2018-11-25,2,19,1,1,D,10,4,9,4,1,1,0,0,2018
2018-11-25,10,1,0,0,D,11,13,20,2,2,2,0,0,2018
2018-11-25,5,6,2,1,H,14,14,2,3,3,4,0,0,2018
2018-11-26,11,7,0,0,D,12,13,3,4,2,0,0,0,2018
2018-12-01,12,9,0,3,A,14,8,4,9,6,3,0,0,2018
2018-12-01,20,3,4,1,H,14,10,1,4,3,3,0,0,2018
2018-12-01,16,4,2,2,D,14,14,4,9,3,3,1,0,2018
2018-12-02,1,2,1,1,D,11,11,4,6,4,2,0,0,2018
2018-12-02,13,11,1,1,D,13,15,5,1,1,7,0,1,2018
2018-12-02,19,5,2,1,H,9,15,8,8,2,2,0,0,2018
2018-12-02,18,15,2,2,D,11,13,4,7,1,1,0,0,2018
2018-12-02,6,17,0,0,D,13,16,13,2,3,2,0,0,2018
2018-12-02,7,14,2,1,H,14,20,5,5,3,4,0,1,2018
2018-12-03,8,10,1,2,A,8,7,12,6,1,2,0,0,2018
2018-12-07,9,15,1,0,H,13,16,10,8,2,2,0,0,2018
2018-12-08,11,18,2,2,D,17,12,7,5,3,1,2,0,2018
2018-12-08,2,20,2,2,D,13,11,10,6,3,6,0,1,2018
2018-12-08,10,13,4,0,H,6,10,9,3,1,2,0,0,2018
2018-12-09,4,3,2,1,H,6,8,4,8,2,2,0,0,2018
2018-12-09,14,16,1,1,D,9,10,1,6,1,5,1,0,2018
2018-12-09,19,7,0,0,D,10,16,11,3,2,3,0,0,2018
2018-12-09,5,1,1,1,D,17,18,8,2,4,4,0,1,2018
2018-12-09,6,12,3,3,D,12,12,6,10,4,5,1,1,2018
2018-12-09,17,8,1,3,A,17,6,2,7,1,1,0,0,2018
2018-12-15,15,17,1,0,H,11,8,10,0,3,1,0,0,2018
2018-12-15,7,9,0,1,A,17,13,7,5,2,4,0,0,2018
2018-12-16,11,10,0,1,A,15,9,2,10,2,2,0,0,2018
2018-12-16,12,4,3,1,H,20,18,2,3,2,1,0,0,2018
2018-12-16,13,6,0,2,A,18,10,6,5,3,2,0,0,2018
2018-12-16,18,14,3,2,H,10,15,6,4,2,2,0,0,2018
2018-12-16,20,5,2,0,H,10,7,8,4,2,1,0,0,2018
2018-12-16,16,1,0,0,D,14,18,6,4,2,4,0,0,2018
2018-12-17,8,2,1,0,H,10,17,7,7,2,4,0,0,2018
2018-12-18,3,19,0,0,D,12,12,2,1,2,5,0,1,2018
2018-12-22,1,15,1,1,D,10,10,5,7,3,2,0,0,2018
2018-12-22,4,20,2,4,A,14,9,8,5,3,4,0,0,2018
2018-12-22,14,8,3,1,H,13,13,9,6,3,2,0,2,2018
2018-12-22,9,18,1,0,H,9,12,13,2,0,3,0,0,2018
2018-12-22,2,11,3,1,H,16,9,7,5,2,1,0,0,2018
2018-12-22,19,12,0,1,A,10,18,9,7,3,4,0,0,2018
2018-12-22,10,16,1,0,H,13,8,3,5,2,2,0,0,2018
2018-12-22,5,3,0,0,D,8,9,4,2,3,3,0,0,2018
2018-12-22,6,7,1,1,D,12,15,12,2,2,3,0,0,2018
2018-12-22,17,13,1,1,D,11,16,2,5,2,4,0,0,2018
2018-12-26,8,9,2,2,D,17,16,5,5,4,4,0,1,2018
2018-12-26,3,2,0,2,A,15,18,1,7,2,0,0,0,2018
2018-12-26,11,14,1,0,H,8,9,4,4,3,3,0,0,2018
2018-12-26,12,5,0,1,A,15,15,9,2,4,4,1,0,2018
2018-12-26,13,19,0,0,D,10,12,3,6,2,1,0,0,2018
2018-12-26,15,10,1,0,H,12,8,5,0,3,4,0,2,2018
2018-12-26,18,6,3,1,H,15,16,8,5,1,1,0,0,2018
2018-12-26,20,1,2,0,H,22,19,4,1,2,1,0,0,2018
2018-12-26,16,17,0,0,D,10,14,7,2,1,2,0,0,2018
2018-12-26,7,4,3,0,H,9,9,5,1,1,3,0,1,2018
2018-12-29,1,13,1,0,H,16,20,4,2,4,6,0,1,2018
2018-12-29,4,15,0,1,A,14,4,4,6,1,1,0,0,2018
2018-12-29,14,12,0,0,D,21,8,7,3,2,1,0,0,2018
2018-12-29,9,20,2,1,H,13,16,6,3,2,2,0,0,2018
2018-12-29,2,7,1,1,D,20,22,7,3,4,4,1,1,2018
2018-12-29,19,16,2,1,H,15,10,11,2,4,2,1,0,2018
2018-12-29,10,3,3,2,H,14,10,6,5,2,2,0,0,2018
2018-12-29,5,18,0,2,A,7,11,2,7,1,1,0,0,2018
2018-12-29,6,8,2,6,A,10,10,1,8,1,2,0,0,2018
2018-12-29,17,11,2,0,H,11,15,6,6,3,2,1,1,2018
2019-01-19,15,6,0,0,D,16,16,11,0,1,3,0,0,2018
2019-01-19,18,7,3,2,H,17,17,6,3,2,3,0,0,2018
2019-01-19,17,5,1,2,A,17,15,8,2,3,1,0,0,2018
2019-01-20,11,4,2,2,D,11,10,4,7,0,0,0,0,2018
2019-01-20,12,20,3,3,D,15,22,4,7,6,4,1,0,2018
2019-01-20,13,8,0,5,A,12,11,4,8,2,0,0,0,2018
2019-01-20,10,2,2,1,H,6,12,7,8,1,5,0,1,2018
2019-01-20,16,3,1,1,D,13,18,7,7,2,3,0,0,2018
2019-01-21,14,19,0,2,A,14,17,5,6,3,3,0,0,2018
2019-01-21,9,1,3,0,H,10,7,12,5,1,2,0,0,2018
2019-01-26,19,10,0,0,D,7,11,6,8,1,3,0,1,2018
2019-01-26,20,17,4,0,H,14,13,1,1,2,4,0,0,2018
2019-01-26,6,11,3,0,H,14,17,4,12,1,1,0,0,2018
2019-01-27,8,18,3,3,D,7,13,9,2,0,3,0,0,2018
2019-01-27,3,13,0,4,A,15,13,9,2,3,4,1,0,2018
2019-01-27,1,12,3,4,A,19,18,7,5,3,1,0,1,2018
2019-01-27,2,9,1,2,A,11,13,8,1,2,5,0,0,2018
2019-01-27,5,16,2,3,A,9,13,1,10,2,4,0,0,2018
2019-01-27,7,15,1,0,H,19,12,6,7,3,3,0,1,2018
2019-01-28,4,14,1,3,A,8,7,1,3,1,2,0,0,2018
2019-02-02,4,1,2,2,D,9,12,10,6,0,2,0,0,2018
2019-02-02,9,5,3,3,D,6,11,12,4,1,2,0,0,2018
2019-02-02,10,20,3,0,H,4,12,5,3,0,3,0,0,2018
2019-02-03,14,6,1,1,D,11,15,4,6,1,3,0,0,2018
2019-02-03,15,3,0,1,A,13,17,6,7,1,2,0,0,2018
2019-02-03,18,19,1,1,D,15,9,10,2,3,4,0,0,2018
2019-02-03,16,7,0,0,D,24,27,11,6,5,5,0,1,2018
2019-02-03,17,12,1,1,D,13,14,1,10,3,3,0,0,2018
2019-02-04,11,8,0,1,A,18,11,2,4,0,2,0,0,2018
2019-02-04,13,2,0,1,A,8,14,2,2,1,5,0,0,2018
2019-02-07,2,4,1,0,H,13,8,3,2,1,1,0,0,2018
2019-02-08,1,18,0,3,A,6,9,7,7,1,2,0,0,2018
2019-02-09,12,10,0,0,D,9,17,5,5,2,4,0,0,2018
2019-02-09,5,15,0,1,A,17,12,2,10,2,2,0,0,2018
2019-02-10,8,16,2,1,H,14,12,9,4,1,3,0,0,2018
2019-02-10,3,14,1,1,D,17,13,13,3,2,2,0,0,2018
2019-02-10,19,11,3,0,H,12,11,2,5,0,1,0,0,2018
2019-02-10,20,13,0,1,A,10,21,9,2,3,3,0,0,2018
2019-02-10,6,9,0,3,A,17,8,8,4,0,0,0,0,2018
2019-02-10,7,17,1,0,H,21,21,9,2,2,4,0,1,2018
2019-02-15,9,13,3,0,H,13,19,5,7,2,3,0,0,2018
2019-02-16,8,19,1,3,A,10,9,5,2,1,2,0,0,2018
2019-02-16,11,5,2,1,H,21,11,1,4,5,1,1,0,2018
2019-02-17,4,6,3,0,H,11,10,3,3,1,3,0,0,2018
2019-02-17,14,2,2,1,H,12,12,7,3,3,2,0,0,2018
2019-02-17,15,20,2,1,H,10,11,9,5,3,1,0,0,2018
2019-02-17,10,7,0,0,D,18,13,15,4,5,3,0,0,2018
2019-02-17,16,12,1,4,A,14,14,3,10,3,4,0,0,2018
2019-02-17,17,1,1,0,H,11,21,6,4,5,4,0,0,2018
2019-02-18,18,3,2,1,H,15,15,9,7,3,4,0,0,2018
2019-02-22,19,4,3,0,H,13,9,6,2,1,1,0,0,2018
2019-02-23,13,18,2,3,A,18,11,4,8,2,2,0,0,2018
2019-02-23,7,8,2,0,H,17,18,4,4,2,1,0,0,2018
2019-02-24,3,9,0,1,A,12,17,4,5,2,2,0,0,2018
2019-02-24,1,14,0,0,D,20,22,4,6,2,3,0,0,2018
2019-02-24,12,15,3,3,D,13,15,9,6,2,4,0,0,2018
2019-02-24,5,10,0,4,A,13,7,5,2,2,1,0,0,2018
2019-02-24,20,11,1,0,H,9,17,3,5,1,2,0,0,2018
2019-02-24,6,16,1,1,D,18,14,3,5,4,1,1,0,2018
2019-03-01,11,15,2,1,H,12,8,1,5,5,3,0,0,2018
2019-03-02,4,5,3,3,D,10,17,8,2,1,3,0,0,2018
2019-03-02,2,18,3,0,H,13,15,5,7,4,5,0,1,2018
2019-03-02,19,6,1,0,H,20,9,6,6,3,0,0,1,2018
2019-03-03,8,12,3,1,H,9,16,8,5,4,2,0,0,2018
2019-03-03,14,13,0,0,D,15,16,8,2,2,4,0,1,2018
2019-03-03,10,9,1,2,A,10,14,12,4,3,6,1,1,2018
2019-03-03,16,20,1,2,A,10,14,5,4,2,3,1,0,2018
2019-03-03,7,1,3,0,H,10,18,7,4,1,4,0,0,2018
2019-03-03,17,3,2,1,H,21,20,6,6,3,3,0,0,2018
2019-03-08,9,17,4,1,H,7,9,5,0,0,3,0,0,2018
2019-03-09,1,19,1,2,A,20,13,4,1,3,1,0,0,2018
2019-03-09,5,14,1,0,H,12,12,4,5,2,1,0,0,2018
2019-03-10,3,11,2,0,H,16,21,8,3,0,0,0,0,2018
2019-03-10,12,2,1,1,D,8,14,4,7,3,1,0,0,2018
2019-03-10,13,7,1,2,A,14,21,3,3,2,4,0,0,2018
2019-03-10,15,16,2,0,H,17,17,4,7,3,5,0,0,2018
2019-03-10,20,8,1,2,A,13,10,4,7,2,2,0,0,2018
2019-03-10,6,10,1,1,D,11,10,3,5,3,2,0,0,2018
2019-03-11,18,4,2,1,H,12,9,5,3,4,1,1,0,2018
2019-03-15,11,12,2,1,H,22,13,4,4,3,2,0,0,2018
2019-03-16,6,20,3,5,A,9,12,6,5,1,1,0,0,2018
2019-03-16,16,18,2,1,H,12,19,3,5,4,5,0,0,2018
2019-03-16,7,3,2,3,A,15,16,4,5,5,4,1,1,2018
2019-03-17,8,1,1,1,D,12,24,10,1,0,0,0,0,2018
2019-03-17,4,13,2,1,H,16,15,2,2,4,2,0,0,2018
2019-03-17,14,9,2,0,H,12,11,6,6,2,3,0,0,2018
2019-03-17,2,5,4,1,H,10,10,6,5,0,2,0,0,2018
2019-03-17,19,15,2,3,A,19,11,7,4,4,3,0,0,2018
2019-03-17,10,17,4,2,H,4,7,5,2,1,1,0,0,2018
2019-03-29,1,11,0,3,A,13,15,5,5,6,3,1,0,2018
2019-03-30,9,4,1,0,H,16,11,5,4,0,0,0,0,2018
2019-03-30,20,19,1,0,H,12,9,5,10,1,4,0,0,2018
2019-03-30,17,14,2,0,H,10,18,3,5,3,4,0,0,2018
2019-03-31,3,6,2,1,H,17,18,9,4,2,3,0,0,2018
2019-03-31,12,7,1,1,D,15,8,7,5,0,2,0,0,2018
2019-03-31,13,16,0,1,A,19,14,8,3,3,3,0,0,2018
2019-03-31,15,2,0,1,A,11,13,12,3,0,0,0,0,2018
2019-03-31,5,8,1,3,A,13,10,4,6,1,1,0,0,2018
2019-03-31,18,10,1,4,A,14,14,4,7,4,2,0,0,2018
2019-04-02,11,9,0,2,A,17,10,3,5,3,2,0,0,2018
2019-04-02,19,17,1,1,D,13,11,7,5,0,0,0,0,2018
2019-04-03,4,10,2,1,H,13,5,8,2,2,2,0,0,2018
2019-04-03,13,5,3,2,H,14,19,3,3,3,4,0,0,2018
2019-04-03,14,15,0,4,A,9,12,1,6,2,1,1,0,2018
2019-04-03,18,12,2,2,D,15,15,4,6,3,4,0,0,2018
2019-04-03,16,2,1,0,H,10,17,2,7,2,5,0,0,2018
2019-04-03,7,20,2,1,H,13,12,6,3,3,3,0,0,2018
2019-04-04,8,3,4,1,H,11,13,5,4,2,3,0,0,2018
2019-04-04,6,1,4,0,H,14,17,5,4,1,1,0,0,2018
2019-04-06,9,19,2,1,H,21,15,5,8,2,2,0,0,2018
2019-04-06,5,7,0,0,D,20,21,3,4,4,5,0,0,2018
2019-04-06,20,18,0,1,A,12,11,8,3,2,2,0,0,2018
2019-04-07,11,16,2,1,H,19,4,9,4,4,3,0,0,2018
2019-04-07,12,13,0,1,A,19,16,10,7,1,4,0,0,2018
2019-04-07,15,8,0,0,D,10,13,8,4,1,2,0,0,2018
2019-04-07,2,6,2,2,D,14,8,11,1,2,1,0,0,2018
2019-04-07,10,14,1,1,D,11,10,11,6,2,0,0,1,2018
2019-04-07,17,4,3,2,H,8,9,6,6,4,4,1,0,2018
2019-04-08,3,1,3,0,H,10,22,6,3,1,8,0,1,2018
2019-04-13,19,2,1,0,H,13,16,11,4,1,2,0,0,2018
2019-04-13,18,17,1,0,H,11,13,7,6,2,3,0,0,2018
2019-04-13,16,9,2,1,H,15,14,5,4,5,2,0,0,2018
2019-04-14,1,10,1,3,A,9,10,3,7,0,0,0,0,2018
2019-04-14,12,3,0,0,D,17,11,10,5,2,3,0,0,2018
2019-04-14,13,15,1,3,A,19,17,1,3,3,1,0,0,2018
2019-04-14,20,14,2,0,H,15,22,3,8,2,5,0,1,2018
2019-04-14,6,5,0,0,D,7,11,7,3,3,2,0,0,2018
2019-04-14,7,11,1,1,D,12,20,6,6,2,7,1,2,2018
2019-04-15,8,4,0,0,D,7,11,9,3,1,3,0,0,2018
2019-04-17,2,17,2,0,H,13,16,4,5,2,0,0,0,2018
2019-04-20,3,20,3,0,H,19,12,3,4,2,4,0,0,2018
2019-04-20,11,13,1,0,H,19,16,5,6,3,1,1,0,2018
2019-04-20,4,16,2,4,A,15,15,3,6,3,5,0,0,2018
2019-04-20,14,7,0,1,A,21,24,3,2,4,4,0,0,2018
2019-04-20,15,18,1,1,D,7,13,7,4,1,2,0,0,2018
2019-04-20,9,12,2,1,H,13,8,10,7,0,1,0,0,2018
2019-04-20,2,1,1,2,A,8,21,13,2,0,4,2,0,2018
2019-04-20,5,19,1,1,D,14,13,8,4,0,1,0,0,2018
2019-04-20,17,6,1,1,D,17,14,6,5,3,2,0,0,2018
2019-04-22,10,8,1,2,A,15,10,3,3,3,1,0,0,2018
2019-04-27,3,4,3,1,H,13,15,13,5,3,2,0,0,2018
2019-04-27,15,9,1,1,D,12,12,10,4,1,3,0,0,2018
2019-04-27,18,11,3,0,H,6,7,5,5,1,2,0,0,2018
2019-04-28,1,5,1,1,D,15,17,2,4,3,3,0,0,2018
2019-04-28,13,10,0,2,A,25,16,2,6,3,1,0,0,2018
2019-04-28,20,2,1,2,A,13,11,1,4,6,3,1,0,2018
2019-04-28,16,14,1,1,D,14,15,2,4,3,3,0,0,2018
2019-04-28,7,19,2,0,H,19,23,4,9,2,6,0,1,2018
2019-04-29,8,17,2,0,H,7,13,9,5,0,2,0,0,2018
2019-04-29,12,6,0,1,A,16,7,7,8,3,1,0,0,2018
2019-05-03,9,7,1,1,D,11,9,7,3,3,3,0,0,2018
2019-05-04,1,16,0,4,A,13,12,1,5,3,0,0,0,2018
2019-05-04,17,15,0,0,D,19,11,2,9,1,3,0,0,2018
2019-05-05,4,12,1,0,H,15,17,4,7,3,1,0,1,2018
2019-05-05,14,18,1,1,D,14,11,4,7,1,2,0,0,2018
2019-05-05,2,8,1,3,A,15,11,2,5,4,3,0,0,2018
2019-05-05,10,11,2,1,H,11,12,6,2,2,3,0,1,2018
2019-05-05,5,20,3,3,D,14,7,2,2,4,3,1,1,2018
2019-05-05,6,13,2,2,D,14,19,8,1,2,3,0,0,2018
2019-05-06,19,3,2,1,H,9,20,5,10,3,5,1,2,2018
2019-05-11,8,14,2,1,H,14,21,0,4,1,3,0,0,2018
2019-05-11,11,2,1,2,A,11,13,4,2,2,4,0,0,2018
2019-05-11,12,19,0,1,A,15,8,5,6,2,1,0,0,2018
2019-05-12,13,17,1,3,A,15,17,14,10,2,3,0,0,2018
2019-05-12,18,9,2,0,H,8,7,3,3,3,1,0,0,2018
2019-05-12,20,4,1,2,A,10,15,8,2,2,1,0,0,2018
2019-05-12,16,10,1,2,A,11,20,1,12,2,1,0,0,2018
2019-05-12,7,6,3,2,H,15,17,11,1,1,5,0,1,2018
2019-05-13,3,5,4,1,H,9,15,13,3,1,6,0,1,2018
2019-05-13,15,1,2,0,H,10,17,17,0,2,3,0,1,2018
2019-05-18,14,11,1,1,D,13,21,11,3,2,1,1,0,2018
2019-05-18,6,18,0,0,D,10,10,5,5,2,4,0,0,2018
2019-05-18,17,16,3,2,H,17,13,8,6,4,4,0,0,2018
2019-05-19,1,20,0,0,D,13,9,4,7,3,0,1,0,2018
2019-05-19,4,7,4,1,H,12,19,7,3,1,1,0,0,2018
2019-05-19,9,8,1,1,D,15,14,5,8,3,1,1,0,2018
2019-05-19,19,13,2,0,H,13,7,5,7,1,0,0,0,2018
2019-05-19,10,15,4,1,H,8,10,3,12,3,1,0,0,2018
2019-05-19,5,12,1,0,H,15,22,3,7,0,1,0,0,2018
2019-05-20,2,3,3,3,D,11,11,4,6,2,1,0,0,2018
2019-05-25,3,10,3,2,H,11,8,5,8,0,1,0,0,2018
2019-05-25,13,1,0,0,D,15,18,8,2,2,2,0,0,2018
2019-05-26,8,6,3,1,H,10,15,7,4,2,4,0,2,2018
2019-05-26,11,17,1,2,A,17,12,12,3,2,2,0,0,2018
2019-05-26,12,14,0,0,D,12,9,4,1,1,2,0,0,2018
2019-05-26,15,4,2,1,H,11,9,8,2,4,2,1,1,2018
2019-05-26,18,5,2,1,H,13,8,13,8,2,1,0,0,2018
2019-05-26,20,9,2,0,H,6,12,7,6,0,2,0,0,2018
2019-05-26,16,19,2,3,A,17,13,8,4,2,2,0,0,2018
2019-05-26,7,2,3,1,H,9,10,5,5,0,1,0,0,2018
2019-08-24,5,9,0,1,A,12,14,5,8,2,3,0,0,2019
2019-08-24,12,10,3,4,A,21,16,4,5,2,4,0,0,2019
2019-08-25,17,19,1,0,H,14,11,9,4,1,3,0,0,2019
2019-08-25,11,23,0,1,A,10,11,8,8,2,2,0,0,2019
2019-08-25,18,14,3,3,D,15,13,5,1,3,1,0,0,2019
2019-08-25,20,2,0,3,A,13,11,5,9,2,2,0,0,2019
2019-08-25,16,8,2,3,A,13,16,2,10,2,1,0,0,2019
