match_id,club_id,player_id,is_substitute
366,9,1.0,False
366,9,5.0,False
366,9,10.0,False
366,9,35.0,True
366,9,13.0,False
366,9,31.0,True
366,9,15.0,False
366,9,19.0,False
366,9,18.0,False
366,9,21.0,False
366,9,34.0,True
366,9,16.0,False
366,9,33.0,False
366,9,32.0,False
366,9,8.0,True
366,9,9.0,True
366,9,3.0,True
366,9,14.0,True
366,9,17.0,True
366,9,6.0,True
366,9,20.0,True
366,9,4.0,True
366,9,23.0,True
366,8,208.0,False
366,8,215.0,False
366,8,218.0,False
366,8,225.0,False
366,8,228.0,False
366,8,227.0,False
366,8,238.0,False
366,8,229.0,True
366,8,221.0,False
366,8,212.0,True
366,8,224.0,False
366,8,239.0,False
366,8,237.0,False
366,8,240.0,True
366,8,211.0,True
366,8,209.0,True
366,8,232.0,True
366,8,216.0,True
366,8,222.0,True
341,9,1.0,False
341,9,8.0,False
341,9,5.0,False
341,9,14.0,False
341,9,15.0,False
341,9,21.0,False
341,9,19.0,False
341,9,31.0,False
341,9,17.0,True
341,9,16.0,False
341,9,27.0,True
341,9,34.0,False
341,9,33.0,False
341,9,10.0,True
341,9,9.0,True
341,9,3.0,True
341,9,4.0,True
341,9,25.0,True
341,9,23.0,True
341,7,282.0,False
341,7,287.0,False
341,7,290.0,False
341,7,286.0,False
341,7,303.0,False
341,7,295.0,True
341,7,300.0,False
341,7,301.0,False
341,7,294.0,False
341,7,296.0,False
341,7,316.0,True
341,7,309.0,False
341,7,302.0,True
341,7,314.0,False
341,7,284.0,True
341,7,283.0,True
341,7,317.0,True
341,7,310.0,True
341,7,298.0,True
326,9,1.0,False
326,9,5.0,False
326,9,6.0,False
326,9,13.0,False
326,9,15.0,False
326,9,19.0,False
326,9,20.0,True
326,9,18.0,False
326,9,21.0,False
326,9,16.0,False
326,9,17.0,True
326,9,33.0,False
326,9,31.0,False
326,9,34.0,True
326,9,10.0,True
326,9,3.0,True
326,9,14.0,True
326,9,4.0,True
326,9,30.0,True
326,9,23.0,True
326,12,244.0,False
326,12,252.0,False
326,12,250.0,False
326,12,253.0,False
326,12,249.0,False
326,12,260.0,False
326,12,264.0,False
326,12,261.0,False
326,12,262.0,True
326,12,276.0,False
326,12,263.0,True
326,12,275.0,False
326,12,279.0,True
326,12,278.0,False
326,12,255.0,True
326,12,257.0,True
326,12,265.0,True
326,12,251.0,True
326,12,280.0,True
326,12,248.0,True
326,12,281.0,True
326,12,267.0,True
326,12,247.0,True
300,9,1.0,False
300,9,5.0,False
300,9,13.0,False
300,9,6.0,False
300,9,31.0,False
300,9,20.0,False
300,9,18.0,False
300,9,22.0,True
300,9,14.0,False
300,9,19.0,True
300,9,17.0,False
300,9,35.0,False
300,9,32.0,False
300,9,34.0,True
300,9,8.0,True
300,9,21.0,True
300,9,3.0,True
300,9,15.0,True
300,9,4.0,True
300,9,23.0,True
300,19,66.0,False
300,19,69.0,False
300,19,71.0,False
300,19,74.0,False
300,19,77.0,False
300,19,95.0,True
300,19,80.0,False
300,19,88.0,False
300,19,83.0,False
300,19,93.0,False
300,19,90.0,False
300,19,91.0,False
300,19,92.0,True
300,19,79.0,True
300,19,72.0,True
300,19,81.0,True
300,19,85.0,True
300,19,76.0,True
300,19,67.0,True
300,19,75.0,True
300,19,70.0,True
300,19,86.0,True
300,19,68.0,True
281,9,1.0,False
281,9,8.0,False
281,9,6.0,False
281,9,13.0,False
281,9,14.0,True
281,9,15.0,False
281,9,19.0,False
281,9,18.0,False
281,9,21.0,False
281,9,34.0,True
281,9,20.0,False
281,9,31.0,False
281,9,9.0,True
281,9,35.0,False
281,9,5.0,True
281,9,3.0,True
281,9,2.0,True
281,9,17.0,True
281,9,23.0,True
281,4,245.0,False
281,4,717.0,False
281,4,726.0,True
281,4,365.0,False
281,4,715.0,False
281,4,734.0,False
281,4,736.0,True
281,4,742.0,False
281,4,731.0,False
281,4,723.0,False
281,4,737.0,True
281,4,728.0,False
281,4,746.0,False
281,4,462.0,False
281,4,740.0,True
281,4,725.0,True
281,4,711.0,True
281,4,732.0,True
281,4,708.0,True
281,4,747.0,True
281,4,714.0,True
260,9,1.0,False
260,9,10.0,False
260,9,5.0,True
260,9,6.0,False
260,9,9.0,False
260,9,20.0,False
260,9,18.0,False
260,9,13.0,False
260,9,14.0,False
260,9,34.0,False
260,9,23.0,True
260,9,21.0,False
260,9,32.0,True
260,9,31.0,False
260,9,33.0,True
260,9,8.0,True
260,9,35.0,True
260,9,3.0,True
260,9,2.0,True
260,9,24.0,True
260,9,30.0,True
260,17,387.0,False
260,17,394.0,False
260,17,395.0,False
260,17,399.0,True
260,17,401.0,False
260,17,411.0,False
260,17,405.0,False
260,17,397.0,False
260,17,425.0,True
260,17,404.0,False
260,17,406.0,False
260,17,396.0,True
260,17,410.0,False
260,17,423.0,False
260,17,426.0,True
260,17,389.0,True
260,17,390.0,True
260,17,416.0,True
260,17,421.0,True
260,17,392.0,True
231,9,1.0,False
231,9,8.0,False
231,9,9.0,True
231,9,5.0,False
231,9,17.0,False
231,9,15.0,False
231,9,33.0,False
231,9,31.0,True
231,9,18.0,False
231,9,32.0,False
231,9,22.0,False
231,9,19.0,True
231,9,20.0,False
231,9,35.0,False
231,9,10.0,True
231,9,21.0,True
231,9,3.0,True
231,9,2.0,True
231,9,14.0,True
231,9,34.0,True
231,13,667.0,False
231,13,674.0,False
231,13,676.0,False
231,13,672.0,False
231,13,686.0,False
231,13,688.0,False
231,13,689.0,True
231,13,683.0,False
231,13,681.0,False
231,13,682.0,False
231,13,699.0,True
231,13,701.0,False
231,13,706.0,False
231,13,700.0,True
231,13,691.0,True
231,13,669.0,True
231,13,684.0,True
231,13,705.0,True
231,13,678.0,True
231,13,675.0,True
231,13,687.0,True
231,13,680.0,True
231,13,670.0,True
212,9,2.0,False
212,9,9.0,False
212,9,6.0,False
212,9,14.0,False
212,9,15.0,False
212,9,19.0,False
