Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HF,AF,HC,AC,HY,AY,HR,AR,Season
2019-04-17,Lazio,Udinese,2,0,H,13,16,4,5,2,0,0,0,2018
2019-04-20,Bologna,Sampdoria,3,0,H,19,12,3,4,2,4,0,0,2018
2019-04-20,Cagliari,Frosinone,1,0,H,19,16,5,6,3,1,1,0,2018
2019-04-20,Empoli,SPAL,2,4,A,15,15,3,6,3,5,0,0,2018
2019-04-20,Genoa,Torino,0,1,A,21,24,3,2,4,4,0,0,2018
2019-04-20,Internazionale,AS Roma,1,1,D,7,13,7,4,1,2,0,0,2018
2019-04-20,Juventus,Fiorentina,2,1,H,13,8,10,7,0,1,0,0,2018
2019-04-20,Lazio,Chievo Verona,1,2,A,8,21,13,2,0,4,2,0,2018
2019-04-20,Parma,AC Milan,1,1,D,14,13,8,4,0,1,0,0,2018
2019-04-20,Udinese,Sassuolo,1,1,D,17,14,6,5,3,2,0,0,2018
2019-04-22,Napoli,Atalanta,1,2,A,15,10,3,3,3,1,0,0,2018
2019-04-27,Bologna,Empoli,3,1,H,13,15,13,5,3,2,0,0,2018
2019-04-27,Internazionale,Juventus,1,1,D,12,12,10,4,1,3,0,0,2018
2019-04-27,AS Roma,Cagliari,3,0,H,6,7,5,5,1,2,0,0,2018
2019-04-28,Chievo Verona,Parma,1,1,D,15,17,2,4,3,3,0,0,2018
2019-04-28,Frosinone,Napoli,0,2,A,25,16,2,6,3,1,0,0,2018
2019-04-28,Sampdoria,Lazio,1,2,A,13,11,1,4,6,3,1,0,2018
2019-04-28,SPAL,Genoa,1,1,D,14,15,2,4,3,3,0,0,2018
2019-04-28,Torino,AC Milan,2,0,H,19,23,4,9,2,6,0,1,2018
2019-04-29,Atalanta,Udinese,2,0,H,7,13,9,5,0,2,0,0,2018
2019-04-29,Fiorentina,Sassuolo,0,1,A,16,7,7,8,3,1,0,0,2018
2019-03-05,Juventus,Torino,1,1,D,11,9,7,3,3,3,0,0,2018
2019-04-05,Chievo Verona,SPAL,0,4,A,13,12,1,5,3,0,0,0,2018
2019-04-05,Udinese,Internazionale,0,0,D,19,11,2,9,1,3,0,0,2018
2019-05-05,Empoli,Fiorentina,1,0,H,15,17,4,7,3,1,0,1,2018
2019-05-05,Genoa,AS Roma,1,1,D,14,11,4,7,1,2,0,0,2018
2019-05-05,Lazio,Atalanta,1,3,A,15,11,2,5,4,3,0,0,2018
2019-05-05,Napoli,Cagliari,2,1,H,11,12,6,2,2,3,0,1,2018
2019-05-05,Parma,Sampdoria,3,3,D,14,7,2,2,4,3,1,1,2018
2019-05-05,Sassuolo,Frosinone,2,2,D,14,19,8,1,2,3,0,0,2018
2019-06-05,AC Milan,Bologna,2,1,H,9,20,5,10,3,5,1,2,2018
2019-11-05,Atalanta,Genoa,2,1,H,14,21,0,4,1,3,0,0,2018
2019-11-05,Cagliari,Lazio,1,2,A,11,13,4,2,2,4,0,0,2018
2019-11-05,Fiorentina,AC Milan,0,1,A,15,8,5,6,2,1,0,0,2018
2019-12-05,Frosinone,Udinese,1,3,A,15,17,14,10,2,3,0,0,2018
2019-12-05,AS Roma,Juventus,2,0,H,8,7,3,3,3,1,0,0,2018
2019-12-05,Sampdoria,Empoli,1,2,A,10,15,8,2,2,1,0,0,2018
2019-12-05,SPAL,Napoli,1,2,A,11,20,1,12,2,1,0,0,2018
2019-12-05,Torino,Sassuolo,3,2,H,15,17,11,1,1,5,0,1,2018
2019-05-13,Bologna,Parma,4,1,H,9,15,13,3,1,6,0,1,2018
2019-05-13,Internazionale,Chievo Verona,2,0,H,10,17,17,0,2,3,0,1,2018
2019-05-18,Genoa,Cagliari,1,1,D,13,21,11,3,2,1,1,0,2018
2019-05-18,Sassuolo,AS Roma,0,0,D,10,10,5,5,2,4,0,0,2018
2019-05-18,Udinese,SPAL,3,2,H,17,13,8,6,4,4,0,0,2018
2019-05-19,Chievo Verona,Sampdoria,0,0,D,13,9,4,7,3,0,1,0,2018
2019-05-19,Empoli,Torino,4,1,H,12,19,7,3,1,1,0,0,2018
2019-05-19,Juventus,Atalanta,1,1,D,15,14,5,8,3,1,1,0,2018
2019-05-19,AC Milan,Frosinone,2,0,H,13,7,5,7,1,0,0,0,2018
2019-05-19,Napoli,Internazionale,4,1,H,8,10,3,12,3,1,0,0,2018
2019-05-19,Parma,Fiorentina,1,0,H,15,22,3,7,0,1,0,0,2018
2019-05-20,Lazio,Bologna,3,3,D,11,11,4,6,2,1,0,0,2018
2019-05-25,Bologna,Napoli,3,2,H,11,8,5,8,0,1,0,0,2018
2019-05-25,Frosinone,Chievo Verona,0,0,D,15,18,8,2,2,2,0,0,2018
2019-05-26,Atalanta,Sassuolo,3,1,H,10,15,7,4,2,4,0,2,2018
2019-05-26,Cagliari,Udinese,1,2,A,17,12,12,3,2,2,0,0,2018
2019-05-26,Fiorentina,Genoa,0,0,D,12,9,4,1,1,2,0,0,2018
2019-05-26,Internazionale,Empoli,2,1,H,11,9,8,2,4,2,1,1,2018
2019-05-26,AS Roma,Parma,2,1,H,13,8,13,8,2,1,0,0,2018
2019-05-26,Sampdoria,Juventus,2,0,H,6,12,7,6,0,2,0,0,2018
2019-05-26,SPAL,AC Milan,2,3,A,17,13,8,4,2,2,0,0,2018
2019-05-26,Torino,Lazio,3,1,H,9,10,5,5,0,1,0,0,2018
2019-08-24,Parma,Juventus,0,1,A,12,14,5,8,2,3,0,0,2019
2019-08-24,Fiorentina,Napoli,3,4,A,21,16,4,5,2,4,0,0,2019
2019-08-25,Udinese,AC Milan,1,0,H,14,11,9,4,1,3,0,0,2019
2019-08-25,Cagliari,Brescia,0,1,A,10,11,8,8,2,2,0,0,2019
2019-08-25,AS Roma,Genoa,3,3,D,15,13,5,1,3,1,0,0,2019
2019-08-25,Sampdoria,Lazio,0,3,A,13,11,5,9,2,2,0,0,2019
2019-08-25,SPAL,Atalanta,2,3,A,13,16,2,10,2,1,0,0,2019
2019-08-25,Torino,Sassuolo,2,1,H,21,15,6,6,4,3,0,0,2019
2019-08-25,Hellas Verona,Bologna,1,1,D,12,13,1,6,1,3,1,0,2019
2019-08-26,Internazionale,Lecce,4,0,H,14,8,7,7,1,2,0,1,2019
2019-08-30,Bologna,SPAL,1,0,H,13,13,11,2,3,2,0,0,2019
2019-08-31,AC Milan,Brescia,1,0,H,14,18,5,3,3,4,0,0,2019
2019-08-31,Juventus,Napoli,4,3,H,13,13,2,5,3,3,0,0,2019
2019-01-09,Lazio,AS Roma,1,1,D,15,13,8,4,4,3,0,0,2019
2019-01-09,Atalanta,Torino,2,3,A,13,15,12,5,2,2,0,0,2019
2019-01-09,Cagliari,Internazionale,1,2,A,12,11,5,5,5,3,0,0,2019
2019-01-09,Genoa,Fiorentina,2,1,H,17,15,9,8,2,0,0,0,2019
2019-01-09,Lecce,Hellas Verona,0,1,A,14,14,2,7,2,3,0,0,2019
2019-01-09,Sassuolo,Sampdoria,4,1,H,9,10,3,5,1,3,0,1,2019
2019-01-09,Udinese,Parma,1,3,A,11,11,8,1,1,3,0,0,2019
2019-09-14,Fiorentina,Juventus,0,0,D,12,18,10,0,3,3,0,0,2019
2019-09-14,Napoli,Sampdoria,2,0,H,7,10,8,7,2,2,0,0,2019
2019-09-14,Internazionale,Udinese,1,0,H,9,10,8,3,2,1,0,1,2019
2019-09-15,Genoa,Atalanta,1,2,A,12,14,8,7,3,3,0,0,2019
2019-09-15,Brescia,Bologna,3,4,A,14,17,2,10,2,6,1,0,2019
2019-09-15,Parma,Cagliari,1,3,A,12,16,12,3,0,5,0,0,2019
2019-09-15,SPAL,Lazio,2,1,H,9,11,8,5,5,3,0,0,2019
2019-09-15,AS Roma,Sassuolo,4,2,H,13,9,8,2,1,2,0,0,2019
2019-09-15,Hellas Verona,AC Milan,0,1,A,13,16,2,7,4,3,1,1,2019
2019-09-16,Torino,Lecce,1,2,A,11,19,7,3,1,6,0,0,2019
2019-09-20,Cagliari,Genoa,3,1,H,12,8,4,3,1,1,0,0,2019
2019-09-21,Udinese,Brescia,0,1,A,22,16,3,9,4,4,0,0,2019
2019-09-21,Juventus,Hellas Verona,2,1,H,12,20,2,5,0,4,0,1,2019
2019-09-21,AC Milan,Internazionale,0,2,A,15,22,2,6,2,1,0,0,2019
2019-09-22,Sassuolo,SPAL,3,0,H,19,14,7,9,3,2,0,0,2019
2019-09-22,Bologna,AS Roma,1,2,A,13,16,3,4,3,6,0,1,2019
2019-09-22,Lecce,Napoli,1,4,A,12,9,4,6,3,3,0,0,2019
2019-09-22,Sampdoria,Torino,1,0,H,19,13,7,8,2,1,0,0,2019
2019-09-22,Atalanta,Fiorentina,2,2,D,14,11,9,1,2,5,0,0,2019
2019-09-22,Lazio,Parma,2,0,H,7,9,10,5,1,3,0,0,2019
2019-09-24,Hellas Verona,Udinese,0,0,D,7,18,6,6,0,4,0,0,2019
2019-09-24,Brescia,Juventus,1,2,A,11,14,4,3,1,3,0,0,2019
2019-09-25,AS Roma,Atalanta,0,2,A,18,11,5,1,2,1,0,0,2019
2019-09-25,Fiorentina,Sampdoria,2,1,H,11,16,3,1,4,5,0,1,2019
2019-09-25,Genoa,Bologna,0,0,D,16,11,5,4,5,4,0,0,2019
2019-09-25,Internazionale,Lazio,1,0,H,10,8,4,6,2,3,0,0,2019
2019-09-25,Napoli,Cagliari,0,1,A,9,13,13,1,1,1,1,0,2019
2019-09-25,Parma,Sassuolo,1,0,H,19,9,5,4,3,1,0,0,2019
2019-09-25,SPAL,Lecce,1,3,A,13,11,10,1,1,2,0,0,2019
2019-09-26,Torino,AC Milan,2,1,H,15,20,3,5,4,5,0,1,2019
2019-09-28,Juventus,SPAL,2,0,H,13,9,13,2,2,2,0,0,2019
2019-09-28,Sampdoria,Internazionale,1,3,A,11,13,7,5,2,4,0,1,2019
2019-09-28,Sassuolo,Atalanta,1,4,A,14,14,7,3,2,2,0,0,2019
2019-09-29,Napoli,Brescia,2,1,H,11,8,7,7,2,1,0,0,2019
2019-09-29,Lazio,Genoa,4,0,H,8,11,5,7,1,2,0,0,2019
2019-09-29,Lecce,AS Roma,0,1,A,7,19,4,11,2,4,0,0,2019
2019-09-29,Udinese,Bologna,1,0,H,20,16,4,5,4,3,0,1,2019
2019-09-29,Cagliari,Hellas Verona,1,1,D,18,18,3,5,2,2,0,0,2019
2019-09-29,AC Milan,Fiorentina,1,3,A,10,14,4,6,2,4,1,0,2019
2019-09-30,Parma,Torino,3,2,H,17,15,7,3,2,3,0,1,2019
2019-05-10,SPAL,Parma,1,0,H,9,13,5,8,5,2,1,0,2019
2019-05-10,Hellas Verona,Sampdoria,2,0,H,14,14,9,4,1,3,0,0,2019
2019-05-10,Genoa,AC Milan,1,2,A,23,14,7,0,4,4,2,2,2019
2019-06-10,Fiorentina,Udinese,1,0,H,9,11,12,3,1,2,0,0,2019
2019-06-10,Atalanta,Lecce,3,1,H,15,14,9,5,2,3,0,0,2019
2019-06-10,Bologna,Lazio,2,2,D,13,17,5,4,5,4,1,1,2019
2019-06-10,AS Roma,Cagliari,1,1,D,17,11,7,1,1,4,0,0,2019
2019-06-10,Torino,Napoli,0,0,D,11,12,4,5,1,2,0,0,2019
2019-06-10,Internazionale,Juventus,1,2,A,22,8,7,2,2,3,0,0,2019
2019-10-19,Lazio,Atalanta,3,3,D,13,12,3,1,5,2,0,0,2019
2019-10-19,Napoli,Hellas Verona,2,0,H,12,16,6,8,3,3,0,0,2019
2019-10-19,Juventus,Bologna,2,1,H,15,18,8,5,2,3,0,0,2019
2019-10-20,Sassuolo,Internazionale,3,4,A,14,17,5,7,4,3,0,0,2019
2019-10-20,Cagliari,SPAL,2,0,H,16,15,6,6,4,5,0,0,2019
2019-10-20,Sampdoria,AS Roma,0,0,D,14,11,7,9,3,4,0,1,2019
2019-10-20,Udinese,Torino,1,0,H,15,20,6,4,3,3,0,0,2019
2019-10-20,Parma,Genoa,5,1,H,9,12,3,7,1,2,0,0,2019
2019-10-20,AC Milan,Lecce,2,2,D,13,12,8,2,1,2,0,0,2019
2019-10-21,Brescia,Fiorentina,0,0,D,10,16,6,9,0,3,0,0,2019
2019-10-25,Hellas Verona,Sassuolo,0,1,A,18,13,9,6,5,5,0,0,2019
2019-10-26,Lecce,Juventus,1,1,D,11,13,3,14,4,1,0,0,2019
2019-10-26,Internazionale,Parma,2,2,D,9,11,11,4,3,2,0,0,2019
2019-10-26,Genoa,Brescia,3,1,H,24,14,5,3,6,4,0,0,2019
2019-10-27,Bologna,Sampdoria,2,1,H,14,18,11,5,1,3,0,0,2019
2019-10-27,Atalanta,Udinese,7,1,H,10,5,6,2,2,3,0,1,2019
2019-10-27,SPAL,Napoli,1,1,D,16,14,4,4,4,1,0,0,2019
2019-10-27,Torino,Cagliari,1,1,D,15,11,6,11,2,3,0,0,2019
2019-10-27,AS Roma,AC Milan,2,1,H,12,17,4,8,4,5,0,0,2019
2019-10-27,Fiorentina,Lazio,1,2,A,12,13,7,3,5,3,1,0,2019
2019-10-29,Parma,Hellas Verona,0,1,A,13,16,12,3,1,5,0,0,2019
2019-10-29,Brescia,Internazionale,1,2,A,14,18,9,8,4,3,0,0,2019
2019-10-30,Napoli,Atalanta,2,2,D,16,14,2,3,3,3,0,0,2019
2019-10-30,Cagliari,Bologna,3,2,H,15,20,4,1,2,1,0,0,2019
2019-10-30,Juventus,Genoa,2,1,H,24,11,10,2,5,3,1,2,2019
2019-10-30,Lazio,Torino,4,0,H,11,9,8,0,2,2,0,1,2019
2019-10-30,Sampdoria,Lecce,1,1,D,19,14,9,5,4,4,0,1,2019
2019-10-30,Sassuolo,Fiorentina,1,2,A,15,20,3,7,3,4,0,0,2019
2019-10-30,Udinese,AS Roma,0,4,A,16,16,5,3,4,2,0,1,2019
2019-10-31,AC Milan,SPAL,1,0,H,17,21,7,6,4,4,0,0,2019
2019-02-11,AS Roma,Napoli,2,1,H,23,14,10,4,5,3,1,0,2019
2019-02-11,Bologna,Internazionale,1,2,A,12,24,2,7,3,4,0,0,2019
2019-02-11,Torino,Juventus,0,1,A,22,16,11,6,4,2,0,0,2019
2019-03-11,Atalanta,Cagliari,0,2,A,15,18,13,2,2,3,1,0,2019
2019-03-11,Genoa,Udinese,1,3,A,11,13,8,5,0,2,0,0,2019
2019-03-11,Lecce,Sassuolo,2,2,D,14,16,6,6,2,3,0,0,2019
2019-03-11,Hellas Verona,Brescia,2,1,H,17,17,5,1,1,4,0,1,2019
2019-03-11,Fiorentina,Parma,1,1,D,15,20,5,2,2,2,0,0,2019
2019-03-11,AC Milan,Lazio,1,2,A,12,13,8,4,3,5,0,0,2019
2019-04-11,SPAL,Sampdoria,0,1,A,12,16,8,5,3,1,0,0,2019
2019-08-11,Sassuolo,Bologna,3,1,H,16,17,4,4,2,6,0,0,2019
2019-09-11,Brescia,Torino,0,4,A,18,17,4,4,5,3,1,0,2019
2019-09-11,Internazionale,Hellas Verona,2,1,H,14,11,9,3,3,1,0,0,2019
2019-09-11,Napoli,Genoa,0,0,D,15,19,5,2,1,4,0,0,2019
2019-10-11,Cagliari,Fiorentina,5,2,H,12,15,5,6,1,3,0,0,2019
2019-10-11,Lazio,Lecce,4,2,H,8,10,9,3,2,3,0,0,2019
2019-10-11,Sampdoria,Atalanta,0,0,D,19,13,1,7,2,4,0,1,2019
2019-10-11,Udinese,SPAL,0,0,D,14,14,3,7,3,5,0,0,2019
2019-10-11,Parma,AS Roma,2,0,H,16,9,5,10,3,2,0,0,2019
2019-10-11,Juventus,AC Milan,1,0,H,13,10,5,5,1,5,0,0,2019
2019-11-23,Atalanta,Juventus,1,3,A,17,13,8,3,5,3,0,0,2019
2019-11-23,AC Milan,Napoli,1,1,D,19,15,3,4,3,2,0,0,2019
2019-11-23,Torino,Internazionale,0,3,A,10,18,12,4,2,3,0,0,2019
2019-11-24,Bologna,Parma,2,2,D,18,18,15,2,1,3,0,0,2019
2019-11-24,AS Roma,Brescia,3,0,H,17,10,17,6,1,1,0,0,2019
2019-11-24,Sassuolo,Lazio,1,2,A,14,14,5,8,1,3,0,0,2019
2019-11-24,Hellas Verona,Fiorentina,1,0,H,18,8,8,6,3,2,0,0,2019
2019-11-24,Sampdoria,Udinese,2,1,H,8,22,8,2,2,3,0,1,2019
2019-11-25,Lecce,Cagliari,2,2,D,13,19,11,2,2,2,1,2,2019
2019-11-25,SPAL,Genoa,1,1,D,12,13,5,4,2,1,0,0,2019
2019-11-30,Brescia,Atalanta,0,3,A,15,15,2,11,1,3,0,0,2019
2019-11-30,Genoa,Torino,0,1,A,15,18,6,4,2,3,0,1,2019
2019-11-30,Fiorentina,Lecce,0,1,A,13,21,9,2,1,3,0,0,2019
2019-01-12,Juventus,Sassuolo,2,2,D,11,13,9,2,1,5,0,0,2019
2019-01-12,Internazionale,SPAL,2,1,H,15,17,8,0,1,4,0,0,2019
2019-01-12,Lazio,Udinese,3,0,H,9,12,2,2,0,1,0,0,2019
2019-01-12,Parma,AC Milan,0,1,A,13,15,1,7,1,3,0,0,2019
2019-01-12,Napoli,Bologna,1,2,A,12,10,7,0,1,5,0,0,2019
2019-01-12,Hellas Verona,AS Roma,1,3,A,11,14,6,5,3,3,0,0,2019
2019-02-12,Cagliari,Sampdoria,4,3,H,15,12,6,4,3,1,0,0,2019
2019-06-12,Internazionale,AS Roma,0,0,D,12,11,8,3,3,1,0,0,2019
2019-07-12,Atalanta,Hellas Verona,3,2,H,14,16,13,4,1,5,0,1,2019
2019-07-12,Udinese,Napoli,1,1,D,20,15,3,10,3,4,0,1,2019
2019-07-12,Lazio,Juventus,3,1,H,14,10,4,5,4,3,0,1,2019
2019-08-12,Lecce,Genoa,2,2,D,17,18,11,3,5,6,0,2,2019
2019-08-12,Sassuolo,Cagliari,2,2,D,10,19,8,4,3,4,0,0,2019
2019-08-12,SPAL,Brescia,0,1,A,17,18,3,1,3,3,0,0,2019
2019-08-12,Torino,Fiorentina,2,1,H,19,17,3,9,4,3,0,0,2019
2019-08-12,Sampdoria,Parma,0,1,A,15,12,3,2,3,2,0,0,2019
2019-08-12,Bologna,AC Milan,2,3,A,17,19,5,1,4,2,0,0,2019
2019-12-14,Brescia,Lecce,3,0,H,17,26,4,6,4,6,0,0,2019
2019-12-14,Napoli,Parma,1,2,A,9,12,11,1,2,2,0,0,2019
2019-12-14,Genoa,Sampdoria,0,1,A,16,26,4,2,5,3,0,0,2019
2019-12-15,Hellas Verona,Torino,3,3,D,20,19,6,3,3,1,0,0,2019
2019-12-15,Bologna,Atalanta,2,1,H,14,18,4,4,5,1,1,0,2019
2019-12-15,Juventus,Udinese,3,1,H,10,4,9,8,2,1,0,0,2019
2019-12-15,AC Milan,Sassuolo,0,0,D,14,16,8,3,5,4,0,0,2019
2019-12-15,AS Roma,SPAL,3,1,H,10,17,8,3,1,3,0,0,2019
2019-12-15,Fiorentina,Internazionale,1,1,D,15,17,5,1,3,4,0,0,2019
2019-12-16,Cagliari,Lazio,1,2,A,11,11,2,9,4,3,0,0,2019
2019-12-18,Sampdoria,Juventus,1,2,A,7,17,5,5,5,2,1,0,2019
2019-12-18,Brescia,Sassuolo,0,2,A,16,17,4,4,2,3,0,0,2019
2019-12-20,Fiorentina,AS Roma,1,4,A,20,16,5,4,4,3,0,0,2019
2019-12-21,Udinese,Cagliari,2,1,H,13,14,2,1,3,4,0,1,2019
2019-12-21,Internazionale,Genoa,4,0,H,11,12,6,3,1,4,0,0,2019
2019-12-21,Torino,SPAL,1,2,A,24,16,10,3,5,5,1,0,2019
2019-12-22,Atalanta,AC Milan,5,0,H,7,12,5,2,2,4,0,0,2019
2019-12-22,Lecce,Bologna,2,3,A,17,18,6,2,3,3,0,0,2019
2019-12-22,Parma,Brescia,1,1,D,16,10,9,5,3,2,0,0,2019
2019-12-22,Sassuolo,Napoli,1,2,A,16,13,7,11,2,2,0,0,2019
2020-05-01,Brescia,Lazio,1,2,A,12,24,2,5,5,4,1,0,2019
2020-05-01,SPAL,Hellas Verona,0,2,A,8,15,3,4,1,1,1,0,2019
2020-05-01,Genoa,Sassuolo,2,1,H,23,14,1,6,4,6,0,0,2019
2020-05-01,AS Roma,Torino,0,2,A,10,21,14,3,5,2,0,0,2019
2020-06-01,Bologna,Fiorentina,1,1,D,14,23,14,2,2,4,0,0,2019
2020-06-01,Atalanta,Parma,5,0,H,12,13,2,2,2,4,0,0,2019
2020-06-01,Juventus,Cagliari,4,0,H,9,15,3,2,1,1,0,0,2019
2020-06-01,AC Milan,Sampdoria,0,0,D,12,20,7,5,1,5,0,0,2019
2020-06-01,Lecce,Udinese,0,1,A,17,11,7,8,1,1,0,0,2019
2020-06-01,Napoli,Internazionale,1,3,A,10,22,3,4,0,6,0,0,2019
2020-11-01,Cagliari,AC Milan,0,2,A,14,13,3,6,3,1,0,0,2019
2020-11-01,Lazio,Napoli,1,0,H,9,7,6,6,2,2,0,0,2019
2020-11-01,Internazionale,Atalanta,1,1,D,21,13,0,4,3,4,0,0,2019
2020-12-01,Udinese,Sassuolo,3,0,H,13,13,6,11,0,0,0,0,2019
2020-12-01,Fiorentina,SPAL,1,0,H,18,10,3,4,1,1,0,0,2019
2020-12-01,Sampdoria,Brescia,5,1,H,14,7,4,2,2,3,0,0,2019
2020-12-01,Torino,Bologna,1,0,H,16,14,3,9,6,3,0,0,2019
2020-12-01,Hellas Verona,Genoa,2,1,H,14,22,4,2,3,6,0,0,2019
2020-12-01,AS Roma,Juventus,1,2,A,12,13,13,2,6,3,0,0,2019
2020-01-13,Parma,Lecce,2,0,H,19,10,6,5,4,2,0,0,2019
2020-01-18,Lazio,Sampdoria,5,1,H,12,13,6,4,1,2,0,1,2019
2020-01-18,Sassuolo,Torino,2,1,H,13,15,13,6,2,4,0,0,2019
2020-01-18,Napoli,Fiorentina,0,2,A,7,10,4,5,2,2,0,0,2019
2020-01-19,AC Milan,Udinese,3,2,H,17,8,9,3,5,1,0,0,2019
2020-01-19,Bologna,Hellas Verona,1,1,D,20,16,3,8,6,2,1,0,2019
2020-01-19,Brescia,Cagliari,2,2,D,10,18,2,7,4,4,1,0,2019
2020-01-19,Lecce,Internazionale,1,1,D,11,9,3,14,2,2,0,0,2019
2020-01-19,Genoa,AS Roma,1,3,A,12,13,7,3,2,3,0,0,2019
2020-01-19,Juventus,Parma,2,1,H,12,10,10,6,0,1,0,0,2019
2020-01-20,Atalanta,SPAL,1,2,A,15,17,8,4,2,3,0,0,2019
2020-01-24,Brescia,AC Milan,0,1,A,12,15,7,3,2,4,0,0,2019
2020-01-25,SPAL,Bologna,1,3,A,16,15,5,9,4,3,0,0,2019
2020-01-25,Fiorentina,Genoa,0,0,D,18,21,7,6,4,3,0,0,2019
2020-01-25,Torino,Atalanta,0,7,A,17,12,4,12,3,2,2,0,2019
2020-01-26,Internazionale,Cagliari,1,1,D,10,10,4,6,4,1,2,0,2019
2020-01-26,Parma,Udinese,2,0,H,12,9,5,11,2,3,0,0,2019
2020-01-26,Sampdoria,Sassuolo,0,0,D,16,9,6,3,4,1,0,1,2019
2020-01-26,Hellas Verona,Lecce,3,0,H,16,11,5,0,2,3,0,1,2019
2020-01-26,AS Roma,Lazio,1,1,D,11,12,7,1,3,4,0,0,2019
2020-01-26,Napoli,Juventus,2,1,H,14,14,3,2,2,5,0,0,2019
2020-01-02,Bologna,Brescia,2,1,H,17,14,6,3,3,2,0,0,2019
2020-01-02,Cagliari,Parma,2,2,D,12,15,8,7,3,2,0,0,2019
2020-01-02,Sassuolo,AS Roma,4,2,H,6,19,5,11,1,7,0,1,2019
2020-02-02,Juventus,Fiorentina,3,0,H,9,13,10,5,1,4,0,0,2019
2020-02-02,Atalanta,Genoa,2,2,D,19,19,7,1,2,6,0,1,2019
2020-02-02,Lazio,SPAL,5,1,H,9,7,5,2,1,2,0,0,2019
2020-02-02,AC Milan,Hellas Verona,1,1,D,11,12,9,3,1,4,0,1,2019
2020-02-02,Lecce,Torino,4,0,H,14,23,5,3,3,3,0,0,2019
2020-02-02,Udinese,Internazionale,0,2,A,10,16,3,2,2,2,0,0,2019
2020-03-02,Sampdoria,Napoli,2,4,A,17,6,4,6,4,3,0,0,2019
2020-05-02,Lazio,Hellas Verona,0,0,D,12,15,6,7,3,2,0,0,2019
2020-07-02,AS Roma,Bologna,2,3,A,11,16,6,6,2,4,1,0,2019
2020-08-02,Fiorentina,Atalanta,1,2,A,20,13,4,3,2,2,0,0,2019
2020-08-02,Torino,Sampdoria,1,3,A,16,19,2,3,3,5,1,0,2019
2020-08-02,Hellas Verona,Juventus,2,1,H,11,18,3,4,2,3,0,0,2019
2020-09-02,SPAL,Sassuolo,1,2,A,16,16,1,6,2,4,0,0,2019
2020-09-02,Brescia,Udinese,1,1,D,8,17,4,9,0,3,0,0,2019
2020-09-02,Genoa,Cagliari,1,0,H,15,15,5,3,3,6,0,0,2019
2020-09-02,Napoli,Lecce,2,3,A,14,10,10,4,5,3,0,0,2019
2020-09-02,Parma,Lazio,0,1,A,13,10,7,6,4,3,0,0,2019
2020-09-02,Internazionale,AC Milan,4,2,H,6,13,7,6,4,2,0,0,2019
2020-02-15,Lecce,SPAL,2,1,H,13,23,4,8,5,3,0,0,2019
2020-02-15,Bologna,Genoa,0,3,A,19,13,4,4,3,5,2,0,2019
2020-02-15,Atalanta,AS Roma,2,1,H,11,15,5,2,1,5,0,0,2019
2020-02-16,Udinese,Hellas Verona,0,0,D,13,17,9,6,1,2,0,0,2019
2020-02-16,Juventus,Brescia,2,0,H,12,8,16,2,3,2,0,1,2019
2020-02-16,Sampdoria,Fiorentina,1,5,A,13,13,7,3,5,4,1,1,2019
2020-02-16,Sassuolo,Parma,0,1,A,14,19,5,3,5,4,0,0,2019
2020-02-16,Cagliari,Napoli,0,1,A,14,11,2,3,3,1,0,0,2019
2020-02-16,Lazio,Internazionale,2,1,H,13,15,6,6,5,2,0,0,2019
2020-02-17,AC Milan,Torino,1,0,H,16,11,9,5,3,3,0,0,2019
2020-02-21,Brescia,Napoli,1,2,A,16,14,4,4,3,3,0,0,2019
2020-02-22,Bologna,Udinese,1,1,D,13,12,7,5,1,2,0,0,2019
2020-02-22,SPAL,Juventus,1,2,A,25,15,3,4,4,2,0,0,2019
2020-02-22,Fiorentina,AC Milan,1,1,D,11,15,4,3,1,3,1,0,2019
2020-02-23,Genoa,Lazio,2,3,A,12,13,6,1,2,2,0,0,2019
2020-02-23,AS Roma,Lecce,4,0,H,9,6,6,4,1,0,0,0,2019
2020-02-29,Lazio,Bologna,2,0,H,9,12,7,5,1,4,0,0,2019
2020-02-29,Napoli,Torino,2,1,H,12,13,7,1,1,3,0,0,2019
2020-01-03,Lecce,Atalanta,2,7,A,9,12,2,11,2,2,0,0,2019
2020-01-03,Cagliari,AS Roma,3,4,A,14,13,2,7,4,5,0,0,2019
2020-08-03,Parma,SPAL,0,1,A,19,22,4,5,2,2,0,0,2019
2020-08-03,AC Milan,Genoa,1,2,A,14,12,7,5,0,0,0,1,2019
2020-08-03,Sampdoria,Hellas Verona,2,1,H,14,23,2,6,4,3,0,0,2019
2020-08-03,Udinese,Fiorentina,0,0,D,8,5,6,9,2,0,0,0,2019
2020-08-03,Juventus,Internazionale,2,0,H,8,18,5,4,1,3,0,1,2019
2020-09-03,Sassuolo,Brescia,3,0,H,15,9,5,4,3,3,0,0,2019
2020-06-20,Torino,Parma,1,1,D,16,17,5,2,1,2,0,0,2019
2020-06-20,Hellas Verona,Cagliari,2,1,H,4,19,1,7,1,6,1,1,2019
2020-06-21,Atalanta,Sassuolo,4,1,H,24,6,4,3,4,3,0,0,2019
2020-06-21,Internazionale,Sampdoria,2,1,H,17,21,5,1,3,3,0,0,2019
2020-06-22,Fiorentina,Brescia,1,1,D,21,21,7,2,5,4,1,0,2019
