Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HF,AF,HC,AC,HY,AY,HR,AR,Season
2020-06-22,Lecce,AC Milan,1,4,A,8,13,5,4,1,1,0,0,2019
2020-06-22,Bologna,Juventus,0,2,A,16,16,8,2,1,4,0,1,2019
2020-06-23,SPAL,Cagliari,0,1,A,21,12,1,9,3,3,0,0,2019
2020-06-23,Hellas Verona,Napoli,0,2,A,16,7,8,4,1,1,0,0,2019
2020-06-23,Genoa,Parma,1,4,A,15,15,1,3,1,2,0,0,2019
2020-06-23,Torino,Udinese,1,0,H,11,11,1,16,0,0,0,0,2019
2020-06-24,Internazionale,Sassuolo,3,3,D,18,20,7,6,3,1,1,0,2019
2020-06-24,Atalanta,Lazio,3,2,H,13,15,11,0,2,2,0,0,2019
2020-06-24,AS Roma,Sampdoria,2,1,H,10,14,10,8,0,0,0,0,2019
2020-06-26,Juventus,Lecce,4,0,H,15,7,12,4,1,0,0,1,2019
2020-06-27,Brescia,Genoa,2,2,D,16,16,1,8,4,2,0,0,2019
2020-06-27,Cagliari,Torino,4,2,H,15,12,3,5,3,0,0,0,2019
2020-06-27,Lazio,Fiorentina,2,1,H,13,13,7,1,5,2,0,1,2019
2020-06-28,AC Milan,AS Roma,2,0,H,10,16,5,6,2,2,0,0,2019
2020-06-28,Napoli,SPAL,3,1,H,14,14,4,1,0,3,0,0,2019
2020-06-28,Sampdoria,Bologna,1,2,A,17,15,13,4,3,1,0,0,2019
2020-06-28,Sassuolo,Hellas Verona,3,3,D,17,13,12,2,2,2,0,0,2019
2020-06-28,Udinese,Atalanta,2,3,A,14,9,0,10,2,2,0,0,2019
2020-06-28,Parma,Internazionale,1,2,A,9,13,1,8,3,4,1,1,2019
2020-06-30,Torino,Lazio,1,2,A,15,16,2,8,1,3,0,0,2019
2020-06-30,Genoa,Juventus,1,3,A,21,10,2,9,5,1,0,0,2019
2020-01-07,Bologna,Cagliari,1,1,D,20,17,7,2,3,2,0,0,2019
2020-01-07,Internazionale,Brescia,6,0,H,13,10,4,4,2,2,0,0,2019
2020-01-07,Fiorentina,Sassuolo,1,3,A,20,12,8,3,4,2,0,0,2019
2020-01-07,Lecce,Sampdoria,1,2,A,13,14,9,5,2,3,0,0,2019
2020-01-07,SPAL,AC Milan,2,2,D,9,12,3,17,3,0,1,0,2019
2020-01-07,Hellas Verona,Parma,3,2,H,14,10,3,1,2,3,0,0,2019
2020-02-07,Atalanta,Napoli,2,0,H,17,14,5,5,1,1,0,0,2019
2020-02-07,AS Roma,Udinese,0,2,A,10,11,10,7,3,2,1,0,2019
2020-04-07,Juventus,Torino,4,1,H,11,8,5,8,4,2,0,0,2019
2020-04-07,Sassuolo,Lecce,4,2,H,15,21,4,4,3,4,0,0,2019
2020-04-07,Lazio,AC Milan,0,3,A,14,12,5,1,1,1,0,0,2019
2020-05-07,Internazionale,Bologna,1,2,A,16,12,12,9,3,3,1,1,2019
2020-05-07,Brescia,Hellas Verona,2,0,H,11,13,3,11,3,1,0,0,2019
2020-05-07,Cagliari,Atalanta,0,1,A,15,14,6,4,3,2,1,0,2019
2020-05-07,Parma,Fiorentina,1,2,A,17,14,3,0,4,6,0,0,2019
2020-05-07,Sampdoria,SPAL,3,0,H,18,12,4,13,1,1,0,0,2019
2020-05-07,Udinese,Genoa,2,2,D,13,14,2,4,3,2,0,0,2019
2020-05-07,Napoli,AS Roma,2,1,H,10,16,8,1,2,4,0,0,2019
2020-07-07,Lecce,Lazio,2,1,H,8,11,3,14,3,3,0,1,2019
2020-07-07,AC Milan,Juventus,4,2,H,14,16,2,6,4,1,0,0,2019
2020-08-07,Fiorentina,Cagliari,0,0,D,11,10,6,3,2,2,0,0,2019
2020-08-07,Genoa,Napoli,1,2,A,13,6,6,8,1,0,0,0,2019
2020-08-07,Atalanta,Sampdoria,2,0,H,12,19,7,9,2,3,0,0,2019
2020-08-07,Bologna,Sassuolo,1,2,A,17,16,7,8,3,4,0,0,2019
2020-08-07,AS Roma,Parma,2,1,H,17,10,9,3,5,1,0,0,2019
2020-08-07,Torino,Brescia,3,1,H,24,19,6,5,1,3,0,0,2019
2020-09-07,SPAL,Udinese,0,3,A,11,9,9,1,0,0,0,0,2019
2020-09-07,Hellas Verona,Internazionale,2,2,D,19,11,0,5,3,2,0,0,2019
2020-11-07,Lazio,Sassuolo,1,2,A,13,7,1,5,4,2,0,0,2019
2020-11-07,Brescia,AS Roma,0,3,A,19,16,3,8,1,2,0,0,2019
2020-11-07,Juventus,Atalanta,2,2,D,11,16,2,4,3,2,0,0,2019
2020-12-07,Genoa,SPAL,2,0,H,15,19,7,2,1,2,0,0,2019
2020-12-07,Cagliari,Lecce,0,0,D,10,7,6,7,1,1,0,0,2019
2020-12-07,Fiorentina,Hellas Verona,1,1,D,15,14,6,8,3,2,0,0,2019
2020-12-07,Parma,Bologna,2,2,D,17,24,6,2,1,1,0,0,2019
2020-12-07,Udinese,Sampdoria,1,3,A,16,10,10,7,1,4,0,0,2019
2020-12-07,Napoli,AC Milan,2,2,D,9,18,7,2,2,4,0,1,2019
2020-07-13,Internazionale,Torino,3,1,H,21,18,9,2,5,3,0,0,2019
2020-07-14,Atalanta,Brescia,6,2,H,12,10,1,1,0,0,0,0,2019
2020-07-15,Bologna,Napoli,1,1,D,20,9,8,4,1,1,0,0,2019
2020-07-15,AC Milan,Parma,3,1,H,9,10,7,6,1,2,0,0,2019
2020-07-15,Sampdoria,Cagliari,3,0,H,13,15,4,3,0,2,0,0,2019
2020-07-15,Lecce,Fiorentina,1,3,A,15,7,6,5,3,2,0,0,2019
2020-07-15,AS Roma,Hellas Verona,2,1,H,14,6,7,6,4,3,0,0,2019
2020-07-15,Sassuolo,Juventus,3,3,D,14,13,3,9,4,4,0,0,2019
2020-07-15,Udinese,Lazio,0,0,D,12,11,4,5,2,3,0,0,2019
2020-07-16,Torino,Genoa,3,0,H,20,18,8,4,2,2,0,0,2019
2020-07-16,SPAL,Internazionale,0,4,A,10,9,0,7,2,3,0,0,2019
2020-07-18,Hellas Verona,Atalanta,1,1,D,15,15,7,5,2,2,0,0,2019
2020-07-18,Cagliari,Sassuolo,1,1,D,14,15,0,9,4,2,1,0,2019
2020-07-18,AC Milan,Bologna,5,1,H,19,14,7,2,2,1,0,0,2019
2020-07-19,Parma,Sampdoria,2,3,A,13,11,4,6,0,1,0,0,2019
2020-07-19,Brescia,SPAL,2,1,H,10,14,7,4,2,2,0,0,2019
2020-07-19,Fiorentina,Torino,2,0,H,7,11,4,1,1,2,0,0,2019
2020-07-19,Genoa,Lecce,2,1,H,12,10,3,8,2,3,0,0,2019
2020-07-19,Napoli,Udinese,2,1,H,13,17,2,3,3,2,0,0,2019
2020-07-19,AS Roma,Internazionale,2,2,D,18,13,8,5,1,1,0,0,2019
2020-07-20,Juventus,Lazio,2,1,H,18,15,4,7,3,1,0,0,2019
2020-07-21,Atalanta,Bologna,1,0,H,19,14,6,4,4,2,0,0,2019
2020-07-21,Sassuolo,AC Milan,1,2,A,12,24,5,3,3,4,1,0,2019
2020-07-22,Parma,Napoli,2,1,H,8,12,3,3,3,1,0,0,2019
2020-07-22,Internazionale,Fiorentina,0,0,D,13,13,11,2,1,3,0,0,2019
2020-07-22,Lecce,Brescia,3,1,H,11,11,5,10,2,1,0,0,2019
2020-07-22,Sampdoria,Genoa,1,2,A,14,13,5,0,4,2,0,0,2019
2020-07-22,SPAL,AS Roma,1,6,A,10,11,3,1,1,0,0,0,2019
2020-07-22,Torino,Hellas Verona,1,1,D,18,16,5,4,4,2,0,0,2019
2020-07-23,Udinese,Juventus,2,1,H,9,8,3,7,2,2,0,0,2019
2020-07-23,Lazio,Cagliari,2,1,H,14,11,13,3,3,1,0,0,2019
2020-07-24,AC Milan,Atalanta,1,1,D,17,12,3,7,1,1,0,0,2019
2020-07-25,Brescia,Parma,1,2,A,15,13,5,3,4,0,0,0,2019
2020-07-25,Genoa,Internazionale,0,3,A,12,15,4,6,2,3,0,0,2019
2020-07-25,Napoli,Sassuolo,2,0,H,4,10,7,4,1,3,0,0,2019
2020-07-26,Bologna,Lecce,3,2,H,16,8,9,6,1,1,0,0,2019
2020-07-26,Cagliari,Udinese,0,1,A,10,17,4,8,2,1,0,0,2019
2020-07-26,AS Roma,Fiorentina,2,1,H,13,14,8,3,1,4,0,0,2019
2020-07-26,SPAL,Torino,1,1,D,11,17,0,10,2,3,0,0,2019
2020-07-26,Hellas Verona,Lazio,1,5,A,16,7,8,5,2,2,0,0,2019
2020-07-26,Juventus,Sampdoria,2,0,H,17,13,4,5,4,5,0,1,2019
2020-07-28,Parma,Atalanta,1,2,A,17,16,3,3,2,1,0,0,2019
2020-07-28,Internazionale,Napoli,2,0,H,16,8,3,9,4,1,0,0,2019
2020-07-29,Lazio,Brescia,2,0,H,11,10,5,6,1,2,0,0,2019
2020-07-29,Sampdoria,AC Milan,1,4,A,5,6,4,6,1,1,0,0,2019
2020-07-29,Sassuolo,Genoa,5,0,H,11,6,2,3,1,1,0,0,2019
2020-07-29,Udinese,Lecce,1,2,A,12,11,5,5,1,4,0,0,2019
2020-07-29,Hellas Verona,SPAL,3,0,H,15,13,7,1,1,1,0,0,2019
2020-07-29,Cagliari,Juventus,2,0,H,13,12,1,9,2,1,0,0,2019
2020-07-29,Fiorentina,Bologna,4,0,H,14,11,3,5,2,1,0,0,2019
2020-07-29,Torino,AS Roma,2,3,A,8,18,4,8,2,3,0,0,2019
2020-01-08,Brescia,Sampdoria,1,1,D,9,17,5,4,1,4,0,1,2019
2020-01-08,Atalanta,Internazionale,0,2,A,10,12,7,1,2,3,0,0,2019
2020-01-08,Juventus,AS Roma,1,3,A,10,12,6,5,1,4,0,0,2019
2020-01-08,AC Milan,Cagliari,3,0,H,16,7,7,6,1,3,0,0,2019
2020-01-08,Napoli,Lazio,3,1,H,10,11,2,2,3,2,0,0,2019
2020-02-08,SPAL,Fiorentina,1,3,A,6,14,3,10,1,1,0,0,2019
2020-02-08,Bologna,Torino,1,1,D,15,17,7,3,3,3,0,0,2019
2020-02-08,Genoa,Hellas Verona,3,0,H,8,13,4,9,4,0,2,1,2019
2020-02-08,Lecce,Parma,3,4,A,3,7,5,4,0,2,0,0,2019
2020-02-08,Sassuolo,Udinese,0,1,A,9,11,6,7,1,1,0,0,2019
2020-09-19,Fiorentina,Torino,1,0,H,17,20,4,1,3,1,0,0,2020
2020-09-19,Hellas Verona,AS Roma,0,0,D,19,20,0,6,2,0,0,0,2020
2020-09-20,Parma,Napoli,0,2,A,16,12,4,2,4,1,0,0,2020
2020-09-20,Genoa,Crotone,4,1,H,13,14,6,4,4,2,0,0,2020
2020-09-20,Sassuolo,Cagliari,1,1,D,9,18,7,3,1,3,0,0,2020
2020-09-20,Juventus,Sampdoria,3,0,H,15,9,6,4,1,1,0,0,2020
2020-09-21,AC Milan,Bologna,2,0,H,13,17,7,4,3,5,0,1,2020
2020-09-26,Torino,Atalanta,2,4,A,11,12,2,6,1,2,0,0,2020
2020-09-26,Cagliari,Lazio,0,2,A,8,13,3,6,1,1,0,0,2020
2020-09-26,Sampdoria,Benevento,2,3,A,17,12,6,4,3,1,0,0,2020
2020-09-26,Internazionale,Fiorentina,4,3,H,15,10,5,1,1,1,0,0,2020
2020-09-27,Spezia,Sassuolo,1,4,A,13,8,3,5,2,1,0,0,2020
2020-09-27,Napoli,Genoa,6,0,H,6,13,4,2,1,2,0,0,2020
2020-09-27,Hellas Verona,Udinese,1,0,H,13,13,1,9,1,0,0,0,2020
2020-09-27,Crotone,AC Milan,0,2,A,14,15,2,5,1,3,0,0,2020
2020-09-27,AS Roma,Juventus,2,2,D,19,9,5,7,2,3,0,1,2020
2020-09-28,Bologna,Parma,4,1,H,12,9,8,9,1,2,0,1,2020
2020-09-30,Benevento,Internazionale,2,5,A,10,15,5,1,1,0,0,0,2020
2020-09-30,Udinese,Spezia,0,2,A,13,17,2,2,0,5,0,1,2020
2020-09-30,Lazio,Atalanta,1,4,A,16,11,7,3,7,2,0,0,2020
2020-02-10,Fiorentina,Sampdoria,1,2,A,11,16,8,4,0,3,0,0,2020
2020-03-10,Sassuolo,Crotone,4,1,H,15,15,3,4,2,3,0,0,2020
2020-03-10,Udinese,AS Roma,0,1,A,15,10,4,1,1,0,0,0,2020
2020-04-10,Atalanta,Cagliari,5,2,H,11,9,3,9,0,0,0,0,2020
2020-04-10,Benevento,Bologna,1,0,H,13,15,4,10,2,1,0,0,2020
2020-04-10,Lazio,Internazionale,1,1,D,14,13,7,8,3,4,1,1,2020
2020-04-10,Parma,Hellas Verona,1,0,H,11,19,7,6,1,1,0,0,2020
2020-04-10,AC Milan,Spezia,3,0,H,14,19,4,6,1,2,0,0,2020
2020-10-17,Napoli,Atalanta,4,1,H,12,23,6,2,1,3,0,0,2020
2020-10-17,Internazionale,AC Milan,1,2,A,18,11,3,5,3,4,0,0,2020
2020-10-17,Sampdoria,Lazio,3,0,H,12,10,3,3,2,2,0,0,2020
2020-10-17,Crotone,Juventus,1,1,D,17,14,3,4,3,3,0,1,2020
2020-10-18,Bologna,Sassuolo,3,4,A,20,12,7,11,2,2,0,0,2020
2020-10-18,Spezia,Fiorentina,2,2,D,15,18,5,5,2,2,0,0,2020
2020-10-18,Torino,Cagliari,2,3,A,14,16,2,4,2,3,1,0,2020
2020-10-18,Udinese,Parma,3,2,H,12,11,11,2,3,2,0,0,2020
2020-10-18,AS Roma,Benevento,5,2,H,17,7,6,4,3,2,0,0,2020
2020-10-19,Hellas Verona,Genoa,0,0,D,14,15,14,2,1,4,0,0,2020
2020-10-23,Sassuolo,Torino,3,3,D,10,12,6,8,2,2,0,0,2020
2020-10-24,Atalanta,Sampdoria,1,3,A,11,18,3,1,3,4,0,0,2020
2020-10-24,Genoa,Internazionale,0,2,A,11,17,1,9,1,1,0,0,2020
2020-10-24,Lazio,Bologna,2,1,H,14,15,8,9,3,3,0,0,2020
2020-10-25,Cagliari,Crotone,4,2,H,13,13,5,1,2,4,0,1,2020
2020-10-25,Benevento,Napoli,1,2,A,18,13,3,15,3,1,0,0,2020
2020-10-25,Parma,Spezia,2,2,D,12,22,12,3,3,2,0,0,2020
2020-10-25,Fiorentina,Udinese,3,2,H,16,14,2,7,1,3,0,0,2020
2020-10-25,Juventus,Hellas Verona,1,1,D,14,19,6,3,1,4,0,0,2020
2020-10-26,AC Milan,AS Roma,3,3,D,15,15,7,7,3,2,0,0,2020
2020-10-31,Crotone,Atalanta,1,2,A,11,22,1,3,1,3,0,0,2020
2020-10-31,Internazionale,Parma,2,2,D,13,7,15,2,1,1,0,0,2020
2020-10-31,Bologna,Cagliari,3,2,H,12,19,7,3,3,3,0,0,2020
2020-01-11,Udinese,AC Milan,1,2,A,14,12,2,4,2,2,0,0,2020
2020-01-11,Spezia,Juventus,1,4,A,14,7,4,3,3,1,0,0,2020
2020-01-11,Torino,Lazio,3,4,A,11,12,7,1,2,4,0,0,2020
2020-01-11,Napoli,Sassuolo,0,2,A,7,9,12,3,2,2,0,0,2020
2020-01-11,AS Roma,Fiorentina,2,0,H,17,16,7,4,3,2,0,1,2020
2020-01-11,Sampdoria,Genoa,1,1,D,19,11,7,4,5,1,0,0,2020
2020-02-11,Hellas Verona,Benevento,3,1,H,18,14,4,5,5,4,0,1,2020
2020-04-11,Genoa,Torino,1,2,A,10,18,5,2,2,4,0,0,2020
2020-06-11,Sassuolo,Udinese,0,0,D,17,13,3,6,2,2,0,0,2020
2020-07-11,Cagliari,Sampdoria,2,0,H,12,16,2,6,0,2,0,1,2020
2020-07-11,Benevento,Spezia,0,3,A,13,18,2,4,3,3,0,0,2020
2020-07-11,Parma,Fiorentina,0,0,D,17,17,2,3,1,2,0,0,2020
2020-08-11,Lazio,Juventus,1,1,D,12,12,4,2,2,2,0,0,2020
2020-08-11,Atalanta,Internazionale,1,1,D,15,13,2,5,1,3,0,0,2020
2020-08-11,Genoa,AS Roma,1,3,A,10,11,1,8,1,0,0,0,2020
2020-08-11,Torino,Crotone,0,0,D,15,16,6,3,3,4,0,1,2020
2020-08-11,Bologna,Napoli,0,1,A,12,11,4,7,3,0,0,0,2020
2020-08-11,AC Milan,Hellas Verona,2,2,D,16,20,14,1,1,3,0,0,2020
2020-11-21,Crotone,Lazio,0,2,A,11,11,2,6,3,4,0,0,2020
2020-11-21,Spezia,Atalanta,0,0,D,19,18,1,2,3,3,0,0,2020
2020-11-21,Juventus,Cagliari,2,0,H,11,7,9,1,3,2,0,0,2020
2020-11-22,Fiorentina,Benevento,0,1,A,14,16,4,4,2,3,0,0,2020
2020-11-22,Internazionale,Torino,4,2,H,20,14,1,1,3,2,0,0,2020
2020-11-22,AS Roma,Parma,3,0,H,5,4,4,1,0,0,0,0,2020
2020-11-22,Sampdoria,Bologna,1,2,A,10,9,9,10,2,2,0,0,2020
2020-11-22,Hellas Verona,Sassuolo,0,2,A,13,20,6,1,1,3,0,0,2020
2020-11-22,Udinese,Genoa,1,0,H,17,15,4,8,2,3,0,1,2020
2020-11-22,Napoli,AC Milan,1,3,A,8,16,8,5,3,4,1,0,2020
2020-11-28,Sassuolo,Internazionale,0,3,A,13,16,6,2,3,1,0,0,2020
2020-11-28,Benevento,Juventus,1,1,D,13,13,5,8,6,1,0,1,2020
2020-11-28,Atalanta,Hellas Verona,0,2,A,12,15,4,1,2,3,0,0,2020
2020-11-29,Lazio,Udinese,1,3,A,16,10,4,4,3,4,0,0,2020
2020-11-29,Bologna,Crotone,1,0,H,15,18,10,3,2,4,0,0,2020
2020-11-29,AC Milan,Fiorentina,2,0,H,15,15,3,6,2,4,0,0,2020
2020-11-29,Cagliari,Spezia,2,2,D,16,18,4,5,0,4,0,0,2020
2020-11-29,Napoli,AS Roma,4,0,H,3,10,11,4,1,2,0,0,2020
2020-11-30,Torino,Sampdoria,2,2,D,17,17,6,2,1,2,0,0,2020
2020-11-30,Genoa,Parma,1,2,A,12,16,2,2,2,2,0,0,2020
2020-05-12,Spezia,Lazio,1,2,A,15,12,7,0,3,1,0,0,2020
2020-05-12,Juventus,Torino,2,1,H,17,10,13,1,3,3,1,0,2020
2020-05-12,Internazionale,Bologna,3,1,H,12,13,7,3,1,2,0,0,2020
2020-06-12,Hellas Verona,Cagliari,1,1,D,11,14,7,5,2,0,0,0,2020
2020-06-12,Parma,Benevento,0,0,D,13,12,6,3,4,4,0,0,2020
2020-06-12,AS Roma,Sassuolo,0,0,D,10,12,12,5,5,3,1,0,2020
2020-06-12,Crotone,Napoli,0,4,A,14,9,4,1,3,3,1,0,2020
2020-06-12,Sampdoria,AC Milan,1,2,A,11,16,9,6,2,1,0,0,2020
2020-07-12,Fiorentina,Genoa,1,1,D,7,20,5,1,2,2,0,0,2020
2020-11-12,Sassuolo,Benevento,1,0,H,12,14,1,10,2,4,1,0,2020
2020-12-12,Crotone,Spezia,4,1,H,16,14,1,4,3,3,0,0,2020
2020-12-12,Torino,Udinese,2,3,A,9,17,2,2,3,3,0,0,2020
2020-12-12,Lazio,Hellas Verona,1,2,A,13,15,5,3,5,3,0,0,2020
2020-12-13,Cagliari,Internazionale,1,3,A,10,17,3,9,2,1,0,0,2020
2020-12-13,Atalanta,Fiorentina,3,0,H,17,13,11,2,1,2,0,0,2020
2020-12-13,Bologna,AS Roma,1,5,A,16,9,1,5,4,2,0,0,2020
2020-12-13,Napoli,Sampdoria,2,1,H,7,13,7,5,3,4,0,0,2020
2020-12-13,Genoa,Juventus,1,3,A,13,14,0,10,3,3,0,0,2020
2020-12-13,AC Milan,Parma,2,2,D,12,14,13,1,3,3,0,0,2020
2020-12-15,Udinese,Crotone,0,0,D,13,17,9,1,1,4,0,0,2020
2020-12-15,Benevento,Lazio,1,1,D,15,15,4,8,2,2,1,0,2020
2020-12-16,Juventus,Atalanta,1,1,D,13,18,2,6,3,2,0,0,2020
2020-12-16,Fiorentina,Sassuolo,1,1,D,19,11,4,1,4,4,0,0,2020
2020-12-16,Genoa,AC Milan,2,2,D,17,13,4,10,2,3,0,0,2020
2020-12-16,Internazionale,Napoli,1,0,H,16,9,4,3,5,3,0,1,2020
2020-12-16,Parma,Cagliari,0,0,D,13,11,8,5,1,1,0,0,2020
2020-12-16,Spezia,Bologna,2,2,D,19,11,3,4,6,1,0,0,2020
2020-12-16,Hellas Verona,Sampdoria,1,2,A,20,17,6,3,2,4,1,0,2020
2020-12-17,AS Roma,Torino,3,1,H,21,16,4,2,4,3,0,1,2020
2020-12-19,Fiorentina,Hellas Verona,1,1,D,10,16,4,1,2,2,0,0,2020
2020-12-19,Sampdoria,Crotone,3,1,H,14,15,3,1,2,2,0,0,2020
2020-12-19,Parma,Juventus,0,4,A,8,10,4,9,0,1,0,0,2020
2020-12-20,Torino,Bologna,1,1,D,16,17,4,8,1,3,0,0,2020
2020-12-20,Benevento,Genoa,2,0,H,9,22,6,5,1,3,0,0,2020
2020-12-20,Cagliari,Udinese,1,1,D,13,13,5,7,2,1,0,0,2020
2020-12-20,Internazionale,Spezia,2,1,H,10,9,3,2,1,2,0,0,2020
2020-12-20,Sassuolo,AC Milan,1,2,A,11,12,6,4,1,3,0,0,2020
2020-12-20,Atalanta,AS Roma,4,1,H,15,14,2,2,2,3,0,0,2020
2020-12-20,Lazio,Napoli,2,0,H,12,8,4,9,4,3,0,0,2020
2020-12-22,Crotone,Parma,2,1,H,16,22,3,6,4,6,0,0,2020
2020-12-22,Juventus,Fiorentina,0,3,A,9,18,5,5,1,4,1,0,2020
2020-12-23,Hellas Verona,Internazionale,1,2,A,15,19,2,8,4,2,0,0,2020
2020-12-23,Bologna,Atalanta,2,2,D,11,14,1,5,2,2,0,0,2020
2020-12-23,AC Milan,Lazio,3,2,H,9,14,4,6,2,4,0,0,2020
2020-12-23,Napoli,Torino,1,1,D,19,16,4,3,3,3,0,0,2020
2020-12-23,AS Roma,Cagliari,3,2,H,18,17,6,0,3,2,0,0,2020
2020-12-23,Sampdoria,Sassuolo,2,3,A,10,12,14,6,2,4,1,0,2020
2020-12-23,Spezia,Genoa,1,2,A,18,19,4,2,3,4,0,0,2020
2020-12-23,Udinese,Benevento,0,2,A,17,9,7,1,1,2,0,0,2020
2021-03-01,Internazionale,Crotone,6,2,H,9,7,3,3,0,3,0,0,2020
2021-03-01,Atalanta,Sassuolo,5,1,H,13,9,8,3,3,1,0,0,2020
2021-03-01,Cagliari,Napoli,1,4,A,11,6,3,8,4,1,1,0,2020
2021-03-01,Fiorentina,Bologna,0,0,D,8,11,8,5,4,3,0,0,2020
2021-03-01,Genoa,Lazio,1,1,D,10,19,4,9,2,4,0,0,2020
2021-03-01,Parma,Torino,0,3,A,20,16,9,3,2,2,0,0,2020
2021-03-01,AS Roma,Sampdoria,1,0,H,17,14,8,2,3,5,0,0,2020
2021-03-01,Spezia,Hellas Verona,0,1,A,22,10,3,5,6,0,1,0,2020
2021-03-01,Benevento,AC Milan,0,2,A,9,14,12,4,1,3,0,1,2020
2021-03-01,Juventus,Udinese,4,1,H,14,8,7,1,3,0,0,0,2020
2021-06-01,Cagliari,Benevento,1,2,A,18,12,7,6,4,3,1,0,2020
2021-06-01,Atalanta,Parma,3,0,H,10,6,12,3,1,1,0,0,2020
2021-06-01,Bologna,Udinese,2,2,D,16,13,4,6,4,3,1,0,2020
2021-06-01,Crotone,AS Roma,1,3,A,15,16,3,4,2,3,0,0,2020
2021-06-01,Lazio,Fiorentina,2,1,H,11,11,2,9,3,1,0,0,2020
2021-06-01,Sampdoria,Internazionale,2,1,H,13,18,4,10,3,4,0,0,2020
2021-06-01,Sassuolo,Genoa,2,1,H,14,10,8,2,3,3,0,0,2020
2021-06-01,Torino,Hellas Verona,1,1,D,12,18,9,3,1,3,0,0,2020
2021-06-01,Napoli,Spezia,1,2,A,9,16,10,2,2,5,0,1,2020
2021-06-01,AC Milan,Juventus,1,3,A,17,12,7,4,1,2,0,0,2020
2021-09-01,Benevento,Atalanta,1,4,A,13,21,1,11,3,2,0,0,2020
2021-09-01,Genoa,Bologna,2,0,H,11,9,1,4,2,0,0,0,2020
2021-09-01,AC Milan,Torino,2,0,H,22,15,7,5,6,2,0,0,2020
2021-10-01,AS Roma,Internazionale,2,2,D,18,11,3,7,3,3,0,0,2020
2021-10-01,Parma,Lazio,0,2,A,11,6,5,6,4,1,0,0,2020
2021-10-01,Udinese,Napoli,1,2,A,19,6,2,7,3,1,0,0,2020
2021-10-01,Hellas Verona,Crotone,2,1,H,16,16,6,4,3,3,0,0,2020
2021-10-01,Fiorentina,Cagliari,1,0,H,15,14,9,5,1,3,0,0,2020
2021-10-01,Juventus,Sassuolo,3,1,H,11,4,6,3,4,1,0,1,2020
2021-11-01,Spezia,Sampdoria,2,1,H,17,15,4,2,4,3,0,0,2020
2021-01-15,Lazio,AS Roma,3,0,H,12,19,1,7,5,4,0,0,2020
2021-01-16,Bologna,Hellas Verona,1,0,H,15,10,7,3,2,1,0,0,2020
2021-01-16,Torino,Spezia,0,0,D,12,14,6,2,3,3,0,1,2020
2021-01-16,Sampdoria,Udinese,2,1,H,8,11,11,5,1,1,0,0,2020
2021-01-17,Napoli,Fiorentina,6,0,H,11,15,1,4,1,0,0,0,2020
2021-01-17,Crotone,Benevento,4,1,H,14,14,4,13,1,3,0,1,2020
2021-01-17,Sassuolo,Parma,1,1,D,18,11,5,2,3,2,0,0,2020
2021-01-17,Atalanta,Genoa,0,0,D,15,13,9,1,1,2,0,0,2020
2021-01-17,Internazionale,Juventus,2,0,H,8,14,3,4,2,2,0,0,2020
2021-01-18,Cagliari,AC Milan,0,2,A,9,13,7,4,2,3,0,1,2020
2021-01-20,Udinese,Atalanta,1,1,D,20,26,2,7,3,2,0,0,2020
2021-01-22,Benevento,Torino,2,2,D,18,22,6,4,1,3,0,0,2020
2021-01-23,AS Roma,Spezia,4,3,H,12,13,3,1,3,1,0,0,2020
2021-01-23,AC Milan,Atalanta,0,3,A,11,14,5,7,2,1,0,0,2020
2021-01-23,Udinese,Internazionale,0,0,D,11,16,3,4,3,2,0,0,2020
2021-01-23,Fiorentina,Crotone,2,1,H,11,17,5,3,2,2,0,0,2020
2021-01-24,Juventus,Bologna,2,0,H,11,17,7,6,3,2,0,0,2020
2021-01-24,Genoa,Cagliari,1,0,H,11,6,4,7,1,2,0,0,2020
2021-01-24,Hellas Verona,Napoli,3,1,H,13,8,3,3,2,3,0,0,2020
2021-01-24,Lazio,Sassuolo,2,1,H,16,15,9,6,2,3,0,0,2020
2021-01-24,Parma,Sampdoria,0,2,A,14,14,5,5,1,1,0,0,2020
2021-01-29,Torino,Fiorentina,1,1,D,20,15,7,2,2,2,0,2,2020
2021-01-30,Bologna,AC Milan,1,2,A,13,12,6,4,2,1,0,0,2020
2021-01-30,Sampdoria,Juventus,0,2,A,11,10,5,7,4,2,0,0,2020
2021-01-30,Internazionale,Benevento,4,0,H,9,14,7,3,0,2,0,0,2020
2021-01-31,Spezia,Udinese,0,1,A,18,19,2,2,6,4,1,1,2020
2021-01-31,Atalanta,Lazio,1,3,A,12,20,2,2,0,2,0,0,2020
2021-01-31,Cagliari,Sassuolo,1,1,D,10,11,3,14,2,3,0,0,2020
2021-01-31,Crotone,Genoa,0,3,A,15,22,3,11,3,1,0,0,2020
2021-01-31,Napoli,Parma,2,0,H,15,16,7,6,2,4,0,0,2020
2021-01-31,AS Roma,Hellas Verona,3,1,H,15,11,4,5,2,1,0,0,2020
2021-05-02,Fiorentina,Internazionale,0,2,A,9,10,7,7,3,1,0,0,2020
2021-06-02,Atalanta,Torino,3,3,D,24,17,4,3,3,2,0,0,2020
2021-06-02,Sassuolo,Spezia,1,2,A,20,15,5,5,2,3,0,0,2020
2021-06-02,Juventus,AS Roma,2,0,H,9,13,2,9,2,2,0,0,2020
